銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
2267,(株)ヤクルト本社,6790,6550,6790.7519999999995,6780,6910,6730,501900,1194430,175910218,0.74,50.0,40.8,3.42,166.44,1987.08,679000,100,9030,6100
2269,明治ホールディングス(株),19200,18310,19200.7013,18820,19490,18740,456700,1465761,76341700,0.57,110.0,28.27,3.63,679.19,5292.99,1920000,100,21320,10690
2282,日本ハム(株),2772,2665,2771.6205000000004,2707,2789,2707,1090000,565488,204000000,1.44,40.0,20.91,1.59,132.55,1740.54,2772000,1000,3235,2464
2294,(株)柿安本店,1877,1870,1877.1642000000002,1871,1889,1871,11800,23362,12446700,2.24,42.0,15.66,1.62,119.87,1161.39,187700,100,2036,1712
2317,(株)システナ,1100,1086,,1138,1142,1096,91200,30998,28180000,2.91,32.0,,2.16,,508.93,110000,100,1305,835
2327,新日鉄住金ソリューションズ(株),4510,4355,4510.1008,4425,4625,4370,247000,239026,52999120,1.55,70.0,19.42,2.2,232.24,2048.78,451000,100,5260,2750
2331,ＡＬＳＯＫ,5050,4810,5049.9232,4975,5140,4960,581000,515302,102040042,0.79,40.0,29.86,2.78,169.12,1815.83,505000,100,5910,2840
2359,(株)コア,813,803,812.9495000000001,822,826,811,10100,12061,14834580,2.46,20.0,18.71,1.52,43.45,534.32,81300,100,947,752
2371,(株)カカクコム,1919,1930,1919.1677999999997,1958,1999,1905,1880000,425584,221773700,,,32.19,16.24,59.62,118.19,191900,100,2177,1580
2395,(株)新日本科学,473,477,473.00800000000004,477,500,472,267300,18814,39776000,,,173.9,1.59,2.72,296.94,47300,100,972,426
2412,(株)ベネフィット・ワン,2171,2095,2170.88,2200,2242,2110,162600,98008,45144000,1.11,24.0,32.0,7.97,67.84,272.23,217100,100,3080,1225
2413,エムスリー(株),2664,2669,2664.1110999999996,2711,2770,2642,2449000,862065,323597800,,,76.27,18.74,34.93,142.13,266400,100,3180,1987
2432,(株)ディー・エヌ・エー,2124,2117,,2155,2178,2109,1616000,320321,150810033,,,,1.55,,1371.37,212400,100,2705,1367
2433,(株)博報堂ＤＹホールディングス,1177,1160,1177.1191999999999,1180,1198,1170,888000,457333,388558100,1.53,18.0,20.99,1.68,56.08,702.58,117700,100,1467,1062
2502,アサヒグループホールディングス(株),3863,3710,3864.0122000000006,3775,3901,3740,2006000,1868334,483585862,1.24,48.0,23.78,2.03,162.49,1903.8,386350,100,4395,3550
2503,キリンホールディングス(株),1719,1672,1719.4964000000002,1700,1737,1682,5487100,1571623,914000000,2.21,38.0,23.42,1.86,73.42,922.8,171950,100,1915,1400
2593,(株)伊藤園,2627,2589,2627.2078,2680,2696,2586,819200,234361,89212380,1.52,40.0,26.77,2.55,98.14,1031.19,262700,100,3140,2075
2651,(株)ローソン,8400,8430,8398.72,8430,8570,8310,907600,842520,100300000,2.92,245.0,23.86,3.33,352.0,2525.06,840000,100,9770,7190
2670,(株)エービーシー・マート,7190,7050,7190.5443,7070,7220,7060,227900,563111,78318671,1.39,100.0,20.99,3.42,342.57,2104.43,719000,100,8020,5490
2674,(株)ハードオフコーポレーション,1442,1422,1442.412,1490,1490,1429,32800,20122,13954000,2.43,35.0,15.56,1.64,92.7,880.21,144200,100,1698,920
2681,(株)ゲオホールディングス,1788,1714,1788.3840000000002,1769,1831,1751,260000,97566,54567200,1.79,32.0,20.8,1.45,85.98,1236.77,178800,100,2034,961
2695,(株)くらコーポレーション,3330,3235,3329.866,3340,3380,3305,90300,68930,20699800,0.36,12.0,20.89,2.73,159.4,1220.17,333000,100,4965,2926
2702,日本マクドナルドホールディングス(株),2627,2615,,2630,2638,2606,272700,349286,132960000,,,,2.98,-285.8,881.47,262700,100,2680,2451
2726,(株)パル,3505,3445,3504.2622,3500,3585,3465,54400,81092,23136000,1.85,65.0,14.38,2.28,243.69,1539.72,350500,100,4445,2880
2768,双日(株),246,245,245.8493,253,254,245,17402800,307869,1251499501,3.25,8.0,7.69,0.51,31.97,478.96,24600,100,329,152
2780,(株)コメ兵,3010,3025,3009.4644000000003,3105,3185,2995,72900,33884,11257000,1.0,30.0,16.14,1.94,186.46,1554.55,301000,100,4095,2747
2782,(株)セリア,5700,5610,5700.447999999999,5570,5770,5450,68200,216144,37920000,0.53,30.0,30.88,6.35,184.6,897.72,570000,100,6290,3300
2784,アルフレッサ　ホールディングス(株),2159,2110,2159.0589,2144,2205,2142,800100,507403,235017600,1.48,32.0,20.29,1.35,106.41,1598.18,215900,100,2489,1331
2801,キッコーマン(株),3845,3625,3844.9854,3695,3880,3670,1332000,808923,210383202,0.62,24.0,44.18,3.16,87.03,1215.52,3845000,1000,4400,2809
2802,味の素(株),2571,2468,2571.0307,2527,2598,2522,3240000,1528384,594470654,1.01,26.0,30.43,2.16,84.49,1191.03,2571000,1000,2960,2156
2809,キユーピー(株),2590,2451,2589.7592,2520,2641,2510,819000,396270,153000000,1.0,26.0,24.88,1.91,104.09,1357.88,259000,100,3645,2094
2871,(株)ニチレイ,723,705,723.1866,719,738,716,1285000,213900,295851065,1.66,12.0,18.29,1.4,39.54,517.79,723000,1000,967,532
2875,東洋水産(株),4415,4295,4415.0625,4345,4525,4330,366700,489540,110881044,1.36,60.0,25.05,1.78,176.25,2485.39,441500,100,5020,3770
2897,日清食品ホールディングス(株),5680,5490,5680.5733,5590,5730,5550,309000,667194,117463685,1.41,80.0,31.31,1.7,181.43,3338.12,568000,100,6620,5110
2914,ＪＴ,4187,4080,4186.88,4179,4292,4176,4121900,8374000,2000000000,2.58,108.0,16.0,3.0,261.68,1396.31,418700,100,4848,3101
2915,ケンコーマヨネーズ(株),1604,1592,1604.204,1626,1652,1600,12900,22794,14211000,1.56,25.0,12.88,1.23,124.55,1305.27,160400,100,1793,1381
3003,ヒューリック(株),1108,1096,1108.1152,1111,1124,1099,1860400,734049,662498871,1.13,12.5,26.24,2.43,42.23,455.97,110800,100,1456,1003
3048,(株)ビックカメラ,1179,1148,1179.274,1200,1222,1171,2432400,212725,180428297,0.85,10.0,19.9,2.19,59.26,539.08,117900,100,1641,1029
3064,(株)ＭｏｎｏｔａＲＯ,6040,6050,6039.9625,6120,6220,5960,657600,375332,62141000,0.4,24.0,85.25,33.99,70.85,177.71,604000,100,7280,2282
3086,Ｊ．フロント　リテイリング(株),1943,1928,1942.8318,1950,1970,1926,1153400,520956,268119164,1.34,26.0,18.27,1.33,106.34,1464.65,194300,100,2512,1331
3088,(株)マツモトキヨシホールディングス,5720,5620,5720.168000000001,5800,5970,5670,778100,312519,54636107,1.22,70.0,23.6,1.91,242.38,3001.88,572000,100,6950,3280
3092,(株)スタートトゥデイ,3630,3640,3629.9529,3705,3785,3600,491300,398924,109896300,1.29,47.0,31.29,13.47,116.01,269.51,363000,100,4455,2364
3099,(株)三越伊勢丹ホールディングス,1886,1871,1885.7739,1889,1926,1875,2738400,744947,394987954,0.58,11.0,29.73,1.31,63.43,1438.66,188600,100,2395,1460
3116,トヨタ紡織(株),1957,1946,1957.0913999999998,1999,2017,1949,363800,367262,187665738,1.02,20.0,21.34,1.63,91.71,1203.96,195700,100,2400,1340
3141,ウエルシアホールディングス(株),5340,5040,5340.236800000001,5320,5520,5280,213500,242832,45474196,0.75,40.0,26.96,3.14,198.08,1698.92,534000,100,6770,3560
3193,(株)鳥貴族,2421,2369,2420.9988000000003,2419,2450,2370,61700,27484,11352300,0.14,3.33,49.57,10.05,48.84,240.97,242100,100,3180,1213
3197,(株)すかいらーく,1765,1714,1764.6404999999997,1755,1775,1737,1196500,342778,194208700,1.7,30.0,24.15,3.53,73.07,500.24,176500,100,1958,1168
3231,野村不動産ホールディングス(株),2256,2233,2256.0395,2283,2327,2247,1163500,431744,191375900,2.22,50.0,11.35,1.1,198.77,2056.13,225600,100,2700,1911
3289,東急不動産ホールディングス(株),814,803,814.011,825,834,812,3557100,521636,640830974,1.35,11.0,18.7,1.25,43.53,652.71,81400,100,1016,726
3291,飯田グループホールディングス(株),2023,1968,2022.6185,2008,2058,1999,1347700,595635,294431639,1.88,38.0,15.85,1.1,127.61,1845.71,202300,100,2459,1421
3349,(株)コスモス薬品,14930,14620,14932.548399999998,14910,15230,14840,58500,298606,20000400,0.4,60.0,25.27,4.54,590.92,3285.7,1493000,100,19610,13600
3360,シップヘルスケアホールディングス(株),2597,2546,2597.28,2613,2652,2572,162000,128917,49640700,2.0,52.0,15.46,1.74,168.0,1493.51,259700,100,3070,2366
3382,(株)セブン＆アイ・ホールディングス,5236,5144,5235.0738,5233,5316,5218,4058200,4641410,886441983,1.47,77.0,23.98,2.01,218.31,2610.66,523600,100,5998,4118
3391,(株)ツルハホールディングス,9770,9380,9768.7794,9490,9880,9460,386900,474754,48593068,0.9,88.0,26.14,3.53,373.71,2765.6,977000,100,11890,6840
3402,東レ(株),1050,1026,1049.9547,1055,1073,1045,8848000,1713055,1631481403,1.14,12.0,19.29,1.69,54.43,621.91,1050000,1000,1126,928
3405,(株)クラレ,1430,1412,1429.56,1448,1456,1426,2022700,507455,354863603,2.8,40.0,12.54,1.01,114.0,1410.83,143000,100,1688,1320
3407,旭化成(株),940,933,940.1532,948,954,940,6570000,1318880,1402616332,2.13,20.0,12.39,1.19,75.88,788.55,940300,1000,1260,905
3436,(株)ＳＵＭＣＯ,1065,1097,,1110,1120,1062,4533100,312349,293285539,1.88,20.0,,1.5,,711.72,106500,100,2458,1001
3512,日本フエルト(株),509,503,509.00600000000003,508,514,507,11200,10100,19842089,2.55,13.0,12.28,0.61,41.45,829.58,50900,100,589,481
3606,(株)レナウン,149,146,149.02089999999998,149,153,149,528100,15095,101307449,0.0,0.0,25.13,0.58,5.93,255.96,14900,100,316,108
3626,ＩＴホールディングス(株),2751,2636,2751.192,2700,2777,2700,431500,241508,87789098,1.2,33.0,18.8,1.31,146.34,2102.69,275100,100,2998,1742
3632,グリー(株),564,559,,568,574,563,1674500,135777,240740000,,,,1.39,,406.27,56400,100,880,537
3636,(株)三菱総合研究所,2843,2824,2842.754,2892,2912,2842,6000,46694,16424080,1.76,50.0,13.34,1.23,213.1,2308.65,284300,100,3215,2653
3639,(株)ボルテージ,1490,1487,1490.0216000000003,1530,1559,1479,126000,7682,5155469,,,19.12,2.04,77.93,731.67,149000,100,3055,968
3641,(株)パピレス,3415,3450,3415.512,3520,3580,3290,33600,8817,2581720,0.15,5.0,14.64,2.79,233.3,1225.13,341500,100,3950,1800
3656,ＫＬａｂ(株),1429,1433,,1480,1512,1412,3667100,53955,37757400,0.0,0.0,,5.3,,269.43,142900,100,2251,1011
3659,(株)ネクソン,1595,1525,,1585,1636,1573,1916500,685855,430003117,0.63,10.0,,1.82,,875.63,159500,100,2005,1021
3664,(株)モブキャスト,559,591,,581,597,556,717300,8140,14561808,,,,3.33,,167.65,55900,100,1514,503
3668,(株)コロプラ,2107,2143,2106.7695,2193,2229,2107,1068700,263049,124845500,0.66,14.0,14.85,6.84,141.87,307.91,210700,100,2989,1750
3692,(株)ＦＦＲＩ,11990,11990,11990.108900000001,12550,12960,11840,1682700,92616,7724400,0.0,0.0,520.63,106.7,23.03,112.37,1199000,100,18500,4140
3738,(株)ティーガイア,1948,1901,1948.5054000000002,1931,1984,1931,126600,154036,79074000,2.1,41.0,14.89,4.53,130.86,429.99,194800,100,2338,1145
3742,ＩＴｂｏｏｋ(株),1073,1047,1072.9951999999998,1050,1119,1050,1071400,17063,15902600,0.0,0.0,98.08,58.03,10.94,18.49,107300,100,2125,412
3765,ガンホー・オンライン・エンターテイメント(株),356,353,,361,365,355,3658200,376610,1057892400,,,,4.76,,74.85,35600,100,520,316
3774,(株)インターネットイニシアティブ,2132,2148,2132.3442999999997,2200,2224,2125,214900,99589,46711400,1.03,22.0,24.49,1.55,87.07,1375.64,213200,100,2657,1910
3788,ＧＭＯクラウド(株),776,745,775.9764,767,790,757,25900,9074,11693000,1.8,14.0,19.64,1.68,39.51,463.25,77600,100,1039,683
3793,(株)ドリコム,791,790,,795,850,786,88300,10988,13891000,0.0,0.0,,6.14,,128.84,79100,100,2160,656
3799,キーウェアソリューションズ(株),562,581,561.9705,571,583,560,30600,5120,9110000,1.78,10.0,12.53,0.84,44.85,666.34,56200,100,914,369
3817,(株)ＳＲＡホールディングス,2128,2090,2127.6607,2095,2176,2095,22000,32431,15240000,3.05,65.0,11.33,1.36,187.79,1563.83,212800,100,2641,1401
3861,王子ホールディングス(株),546,549,545.928,555,559,544,5412000,581152,1064381817,1.83,10.0,15.87,0.82,34.4,666.56,546000,1000,606,389
3903,(株)ｇｕｍｉ,1215,1142,,1300,1320,1185,935200,35893,29541500,,,,2.11,,575.74,121500,100,2949,1003
3905,データセクション(株),574,592,573.9976,597,617,570,142500,5919,10312200,0.0,0.0,377.63,5.94,1.52,96.62,57400,100,1730,476
3907,シリコンスタジオ(株),3940,3840,3939.9919999999997,3970,4055,3855,28700,9279,2355000,0.25,10.0,42.32,3.1,93.1,1270.06,394000,100,19660,3350
3911,(株)Ａｉｍｉｎｇ,1180,1226,1179.856,1220,1252,1169,781100,40508,34329000,0.0,0.0,19.93,5.98,59.2,197.43,118000,100,2283,903
4004,昭和電工(株),139,137,139.01999999999998,140,143,139,17553000,208099,1497112926,2.16,3.0,19.86,0.63,7.0,219.18,139000,1000,184,132
4021,日産化学工業(株),2726,2667,2725.424,2700,2757,2672,876100,425256,156000000,1.47,40.0,20.8,2.85,131.03,955.36,272600,100,3060,2023
4042,東ソー(株),539,536,539.3344,549,551,537,4397000,350437,650161912,1.86,10.0,7.52,1.09,71.72,496.07,539000,1000,829,498
4045,東亞合成(株),839,846,839.15,854,859,836,608800,110745,131996299,2.86,24.0,13.0,0.69,64.55,1207.71,83900,100,1146,819
4061,電気化学工業(株),501,494,500.90500000000003,502,507,497,3456000,233443,465954121,2.5,12.5,12.07,1.09,41.5,459.91,501000,1000,584,419
4063,信越化学工業(株),6585,6573,6584.0613,6659,6710,6543,1331800,2845423,432106693,1.67,110.0,20.03,1.43,328.71,4604.15,658500,100,8310,6360
4088,エア・ウォーター(株),1884,1907,1883.4168,1910,1941,1880,562000,374360,198705057,1.49,28.0,16.04,1.59,117.42,1185.95,1884000,1000,2315,1813
4091,大陽日酸(株),1423,1422,1423.1159,1438,1459,1419,715900,616291,433092837,0.98,14.0,22.81,1.91,62.39,746.19,142300,100,1950,1210
4095,日本パーカライジング(株),1022,1040,1021.6692,1054,1086,1019,273500,135522,132604524,1.47,15.0,12.42,1.09,82.26,935.55,102200,100,1550,974
4114,(株)日本触媒,1717,1754,1717.3763000000001,1765,1780,1712,1367000,350268,204000000,1.51,26.0,15.49,1.29,110.87,1328.11,1717000,1000,1942,1503
4116,大日精化工業(株),543,530,542.7184,539,564,537,209000,50535,93065554,2.58,14.0,7.52,0.66,72.17,826.97,543000,1000,674,507
4151,協和発酵キリン(株),2012,1973,2012.1,2005,2039,1993,1302000,1159885,576483555,1.24,25.0,42.36,1.8,47.5,1115.83,2012000,1000,2321,1094
4185,ＪＳＲ(株),1889,1869,1888.7744,1890,1926,1883,1273300,449531,237973205,2.65,50.0,14.02,1.21,134.72,1564.05,188900,100,2296,1812
4188,(株)三菱ケミカルホールディングス,695,673,695.7216,694,707,690,8891900,1047623,1506288107,2.01,14.0,15.68,1.0,44.37,693.06,69550,100,847,560
4201,日本合成化学工業(株),846,822,845.6718000000001,843,859,825,333000,83220,98369186,2.36,20.0,8.67,0.96,97.54,885.77,846000,1000,966,662
4202,(株)ダイセル,1557,1496,1557.0606000000002,1538,1595,1532,2932100,568216,364942682,1.67,26.0,15.63,1.64,99.62,948.2,155700,100,1793,1317
4204,積水化学工業(株),1323,1292,1322.9212,1309,1345,1309,2237000,688631,520507285,2.12,28.0,12.02,1.25,110.06,1059.01,1323000,1000,1752,1246
4205,日本ゼオン(株),992,998,991.8875999999999,1010,1017,991,1103000,240139,242075556,1.51,15.0,9.78,1.05,101.42,947.02,992000,1000,1256,959
4206,アイカ工業(株),2529,2435,2528.7246000000005,2479,2587,2450,294300,170937,67590664,1.74,44.0,17.37,1.59,145.58,1586.85,252900,100,2946,2372
4208,宇部興産(株),204,204,203.9283,208,209,203,15434000,216648,1062001076,2.45,5.0,12.69,0.81,16.07,251.13,204000,1000,246,175
4217,日立化成(株),1816,1810,1815.6198,1855,1866,1815,1029000,378391,208364913,,,9.82,1.04,184.89,1754.21,181600,100,2755,1705
4231,タイガースポリマー(株),673,692,672.8832,710,710,666,21200,13535,20111598,2.08,14.0,7.92,0.52,84.96,1292.57,67300,100,920,639
4272,日本化薬(株),1214,1177,1213.9348,1202,1222,1187,1561000,221559,182503570,2.06,25.0,12.22,1.15,99.34,1057.49,1214000,1000,1682,1141
4283,パナソニック　インフォメーションシステムズ(株),,3775,,,,,,40226,10656000,,,,1.41,,2670.74,377500,100,4615,2890
4298,(株)プロトコーポレーション,1710,1640,1709.6055000000003,1680,1735,1678,62500,35807,20940000,2.22,38.0,10.05,1.25,170.11,1364.35,171000,100,2056,1499
4307,(株)野村総合研究所,4715,4690,4715.053199999999,4825,4840,4680,416600,1060875,225000000,1.7,80.0,23.22,2.31,203.06,2042.94,471500,100,5240,3550
4324,(株)電通,5990,5940,,6040,6100,5940,1204700,1727576,288410000,1.17,70.0,,1.66,,3601.83,599000,100,7290,4580
4348,インフォコム(株),1149,1086,1148.808,1130,1176,1123,47400,33091,28800000,1.74,20.0,12.08,1.54,95.1,747.04,114900,100,1390,882
4452,花王(株),5617,5389,5616.4016,5560,5716,5560,2248600,2830968,504000000,1.35,76.0,32.36,4.33,173.56,1296.54,561700,100,6623,4601
4502,武田薬品工業(株),5835,5770,5834.7232,5915,5972,5812,2374900,4610177,790090295,3.08,180.0,67.36,2.11,86.62,2764.54,583500,100,6657,4904
4503,アステラス製薬(株),1781,1768,1781.2910000000002,1808,1837,1769,6751700,3957067,2221823175,1.8,32.0,22.94,2.91,77.65,611.4,178100,100,2047,1658
4506,大日本住友製薬(株),1310,1308,1309.9121,1320,1338,1299,958700,521249,397900154,1.37,18.0,28.91,1.14,45.31,1153.3,131000,100,1625,1138
4507,塩野義製薬(株),4655,4600,4655.5465,4690,4780,4610,1448200,1634539,351136165,1.2,56.0,29.15,3.08,159.71,1509.88,465500,100,5520,3060
4508,田辺三菱製薬(株),2094,2068,2094.2319,2092,2131,2081,1099900,1175609,561417916,2.1,44.0,29.01,1.47,72.19,1421.58,209400,100,2277,1701
4519,中外製薬(株),4520,4420,,4485,4590,4470,1078400,2529780,559685889,1.15,52.0,,4.02,,1123.97,452000,100,5090,2862
4521,科研製薬(株),5480,5490,5480.0214,5650,5760,5430,765000,530899,96879461,1.24,68.0,32.43,5.61,168.98,976.14,5480000,1000,6360,2221
4523,エーザイ(株),7714,7630,,7792,7900,7659,1291600,2287717,296566949,1.94,150.0,,3.7,,2087.22,771400,100,9756,4584
4527,ロート製薬(株),2061,2019,2061.2106,2050,2091,2047,403900,243052,117929250,0.97,20.0,26.61,2.11,77.46,977.93,206100,100,2358,1430
4528,小野薬品工業(株),15120,14990,15119.9431,15460,15520,15000,283600,1781854,117847500,1.19,180.0,138.17,3.35,109.43,4509.55,1512000,100,16800,10310
4530,久光製薬(株),4035,4090,4035.2818,4100,4160,4010,221300,383990,95164895,1.98,80.0,18.89,1.55,213.62,2607.97,403500,100,5360,3580
4534,持田製薬(株),7300,7320,7300.067900000001,7410,7470,7210,36800,154030,21100000,1.85,135.0,20.71,1.44,352.49,5080.28,730000,100,8340,6180
4536,参天製薬(株),1822,1792,1822.3065,1843,1864,1806,1450200,753796,413719015,1.32,24.0,14.35,3.48,126.99,523.35,182200,100,2163,1262
4540,(株)ツムラ,2639,2602,2639.8274,2648,2681,2625,425400,186766,70771662,2.43,64.0,15.26,1.23,172.99,2139.14,263900,100,3125,2523
4543,テルモ(株),3255,3160,3255.3093999999996,3240,3300,3225,1398600,1236120,379760520,0.98,32.0,31.22,2.1,104.27,1552.52,325500,100,3635,2637
4544,みらかホールディングス(株),5220,5000,5218.623,5120,5330,5120,608800,298599,57202966,2.11,110.0,17.58,1.69,296.85,3092.79,522000,100,6350,4885
4555,沢井製薬(株),7600,7630,7598.9892,7800,7830,7540,404900,290062,38165988,1.45,110.0,18.04,2.42,421.23,3144.13,760000,100,8470,6400
4568,第一三共(株),2253,2220,2253.0447,2274,2299,2234,3540900,1597403,709011343,3.11,70.0,21.09,1.22,106.83,1842.15,225300,100,2769,1556
4569,キョーリン製薬ホールディングス(株),2057,2074,2056.7358000000004,2105,2126,2045,265700,154167,74947628,2.53,52.0,13.23,1.02,155.46,2017.89,205700,100,3040,2004
4572,カルナバイオサイエンス(株),3155,3250,3155.2136,3450,3455,3115,992900,27962,8862900,0.0,0.0,73.36,13.14,43.01,240.16,315500,100,6030,650
4578,大塚ホールディングス(株),3954,3914,3954.0670000000005,4018,4077,3937,1435600,2205961,557835617,2.53,100.0,26.78,1.27,147.65,3125.47,395450,100,4774,3432
4581,大正製薬ホールディングス(株),7760,7720,7759.325999999999,7820,7960,7680,114900,699484,90139653,1.29,100.0,28.59,0.98,271.4,7908.87,776000,100,9240,7050
4587,ペプチドリーム(株),3065,3035,3064.9944,3090,3145,3000,531100,169376,55261200,0.0,0.0,200.72,24.54,15.27,124.91,306500,100,3730,2088
4612,日本ペイントホールディングス(株),2516,2504,2515.905,2533,2575,2510,771600,818713,325402443,0.87,22.0,24.45,1.73,102.9,1455.77,251600,100,4860,2360
4613,関西ペイント(株),1866,1838,1865.7379999999998,1870,1901,1861,971000,508715,272623270,1.02,19.0,19.88,1.86,93.85,1002.63,1866000,1000,2382,1753
4631,ＤＩＣ(株),277,271,277.144,276,279,274,5220000,267408,965372048,2.89,8.0,7.84,1.02,35.35,271.29,277000,1000,382,256
4634,東洋インキＳＣホールディングス(株),461,448,461.0358,452,464,450,1349000,139733,303108724,3.25,15.0,11.46,0.66,40.23,695.89,461000,1000,613,438
4641,(株)アルプス技研,2453,2356,2452.7484,2405,2483,2405,72700,27593,11248489,2.65,65.0,18.99,2.73,129.16,898.76,245300,100,3080,1358
4661,(株)オリエンタルランド,6861,6689,6860.6606,6989,7018,6738,3336000,2495278,363690160,0.51,35.0,31.73,3.99,216.22,1721.06,686100,100,9890,5880
4666,パーク２４(株),2362,2304,2362.1344,2337,2400,2337,737900,343544,145446204,2.12,50.0,29.84,5.84,79.16,404.19,236200,100,2555,1761
4676,(株)フジ・メディア・ホールディングス,1380,1365,1379.9133000000002,1395,1406,1377,1983900,326273,236429800,2.9,40.0,14.31,0.5,96.43,2748.69,138000,100,1859,1323
4681,リゾートトラスト(株),3150,3060,3149.784,3130,3200,3105,455000,341835,108518999,1.46,46.0,24.6,3.22,128.04,977.06,315000,100,3800,2596
4684,(株)オービック,5300,5200,5300.0944,5360,5440,5250,304100,527880,99600000,1.42,75.0,23.51,3.12,225.44,1701.35,530000,100,6360,3700
4689,ヤフー(株),480,486,,493,496,475,23693800,2733623,5695047300,1.85,8.86,,3.77,,127.34,48000,100,577,394
4704,トレンドマイクロ(株),4285,4245,4284.7068,4265,4370,4245,831900,601156,140293004,,,25.66,3.92,166.98,1093.68,428500,100,4885,3080
4708,(株)もしもしホットライン,1184,1171,1184.13,1188,1232,1180,185000,82292,69503040,2.45,29.0,26.76,1.94,44.25,611.39,118400,100,1544,1098
4716,日本オラクル(株),5010,4950,,5000,5130,4970,132100,637859,127317171,,,,5.65,,887.28,501000,100,5650,4655
4719,(株)アルファシステムズ,1712,1698,1712.2633,1705,1749,1705,7100,25420,14848200,2.34,40.0,16.39,0.82,104.47,2076.56,171200,100,2036,1515
