銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
1925,大和ハウス工業(株),2861,3045,2861.2792,2969,2996,2855,2907700,1906108,666238205,2.45,70.0,15.08,1.67,189.74,1710.73,286100,100,3362,2120
1928,積水ハウス(株),1771,1877,1771.6458,1807,1835,1764,4153400,1257204,709683466,3.05,54.0,13.38,1.18,132.41,1496.47,177150,100,2115,1472
1951,(株)協和エクシオ,1220,1285,1219.3999999999999,1252,1260,1217,700400,143731,117812419,2.62,32.0,9.1,0.82,134.0,1481.89,122000,100,1543,1141
1952,新日本空調(株),930,1001,930.2235,971,987,930,34900,23512,25282225,2.15,20.0,13.71,0.62,67.85,1496.53,93000,100,1212,915
1963,日揮(株),1798,1887,1799.202,1843,1864,1793,2729000,465907,259052929,2.22,40.0,11.35,1.16,158.52,1556.44,1798500,1000,2585,1793
1983,東芝プラントシステム(株),1195,1261,1194.943,1219,1255,1182,700200,116700,97656888,3.14,37.5,9.7,0.99,123.19,1206.53,119500,100,1882,1182
2002,(株)日清製粉グループ本社,1608,1669,1608.2430000000002,1635,1677,1602,1325700,489407,304357891,1.49,24.0,30.1,1.31,53.43,1228.17,160800,100,1880,1187
2121,(株)ミクシィ,4010,4370,4011.7134,4230,4410,3960,4850300,338025,84295500,3.22,129.0,6.22,4.99,644.97,803.38,401000,100,6670,3875
2131,(株)アコーディア・ゴルフ,1188,1237,1188.0045,1220,1229,1188,600000,100670,84739000,3.03,36.0,20.43,1.82,58.15,652.57,118800,100,1337,1077
2181,テンプホールディングス(株),4840,5210,4840.7877,5030,5140,4840,309100,366996,75825567,0.74,36.0,23.31,3.45,207.67,1403.16,484000,100,5770,3655
2229,カルビー(株),4405,4680,4405.224,4540,4680,4400,985300,588798,133665800,0.75,33.0,37.2,5.36,118.42,822.42,440500,100,5700,4050
2267,(株)ヤクルト本社,6630,7070,6629.3052,6920,7120,6630,1082800,1166285,175910218,0.75,50.0,39.83,3.34,166.44,1987.08,663000,100,9030,6100
2269,明治ホールディングス(株),18530,19260,18528.303200000002,18800,19370,18520,527600,1414612,76341700,0.59,110.0,27.28,3.5,679.19,5292.99,1853000,100,21320,10690
2282,日本ハム(株),2724,2798,2723.9025,2771,2826,2721,2089000,555696,204000000,1.47,40.0,20.55,1.57,132.55,1740.54,2724000,1000,3235,2464
2294,(株)柿安本店,1835,1894,1835.2097,1870,1879,1800,40000,22840,12446700,2.29,42.0,15.31,1.58,119.87,1161.39,183500,100,2036,1800
2317,(株)システナ,1136,1204,,1170,1217,1106,212800,32012,28180000,2.82,32.0,,2.23,,508.93,113600,100,1305,835
2327,新日鉄住金ソリューションズ(株),4205,4505,4205.8664,4370,4470,4205,167200,222861,52999120,1.66,70.0,18.11,2.05,232.24,2048.78,420500,100,5260,2750
2331,ＡＬＳＯＫ,4615,4850,4615.2848,4680,4835,4600,580100,470915,102040042,0.87,40.0,27.29,2.54,169.12,1815.83,461500,100,5910,2840
2359,(株)コア,801,841,800.7835,818,830,801,23800,11882,14834580,2.5,20.0,18.43,1.5,43.45,534.32,80100,100,947,801
2371,(株)カカクコム,1850,2017,1850.0086,1948,1971,1847,2399700,410281,221773700,,,31.03,15.65,59.62,118.19,185000,100,2177,1580
2395,(株)新日本科学,481,557,481.00480000000005,523,529,481,413400,19132,39776000,,,176.84,1.62,2.72,296.94,48100,100,972,481
2412,(株)ベネフィット・ワン,1958,2183,1957.8624,2073,2135,1942,186200,88392,45144000,1.23,24.0,28.86,7.19,67.84,272.23,195800,100,3080,1225
2413,エムスリー(株),2654,2897,2653.9814,2770,2834,2654,2520900,858829,323597800,,,75.98,18.67,34.93,142.13,265400,100,3180,1987
2432,(株)ディー・エヌ・エー,2020,2192,,2100,2140,2001,3422600,304636,150810033,,,,1.47,,1371.37,202000,100,2705,1367
2433,(株)博報堂ＤＹホールディングス,1164,1243,1164.2208,1200,1213,1164,1344800,452282,388558100,1.55,18.0,20.76,1.66,56.08,702.58,116400,100,1467,1062
2502,アサヒグループホールディングス(株),3863,4035,3862.3873000000003,3900,3984,3830,3032400,1868092,483585862,1.24,48.0,23.77,2.03,162.49,1903.8,386300,100,4395,3550
2503,キリンホールディングス(株),1698,1778,1698.2046,1752,1763,1698,5141800,1552429,914000000,2.24,38.0,23.13,1.84,73.42,922.8,169850,100,1915,1400
2593,(株)伊藤園,2767,2859,2766.5666,2786,2839,2763,366800,246851,89212380,1.45,40.0,28.19,2.68,98.14,1031.19,276700,100,3140,2075
2651,(株)ローソン,8810,9040,8810.560000000001,8920,9060,8790,606000,883643,100300000,2.78,245.0,25.03,3.49,352.0,2525.06,881000,100,9770,7190
2670,(株)エービーシー・マート,7210,7500,7211.0985,7280,7600,7210,479200,564678,78318671,1.39,100.0,21.05,3.43,342.57,2104.43,721000,100,8020,5490
2674,(株)ハードオフコーポレーション,1420,1527,1420.164,1427,1511,1401,70500,19815,13954000,2.46,35.0,15.32,1.61,92.7,880.21,142000,100,1698,920
2681,(株)ゲオホールディングス,1764,1920,1764.3096,1885,1904,1762,366700,96257,54567200,1.81,32.0,20.52,1.43,85.98,1236.77,176400,100,2034,961
2695,(株)くらコーポレーション,3195,3495,3194.376,3350,3370,3185,173200,66136,20699800,0.38,12.0,20.04,2.62,159.4,1220.17,319500,100,4965,3145
2702,日本マクドナルドホールディングス(株),2607,2641,,2630,2643,2607,544200,346627,132960000,,,,2.96,-285.8,881.47,260700,100,2680,2451
2726,(株)パル,3605,3790,3604.1751,3680,3725,3585,96500,83405,23136000,1.8,65.0,14.79,2.34,243.69,1539.72,360500,100,4445,2880
2768,双日(株),246,261,245.8493,255,258,243,44731100,307869,1251499501,3.25,8.0,7.69,0.51,31.97,478.96,24600,100,329,152
2780,(株)コメ兵,2987,3230,2987.0892,2900,3150,2895,155700,33625,11257000,1.0,30.0,16.02,1.92,186.46,1554.55,298700,100,4095,2895
2782,(株)セリア,5470,5670,5469.697999999999,5490,5560,5380,87400,207422,37920000,0.55,30.0,29.63,6.09,184.6,897.72,547000,100,6290,3300
2784,アルフレッサ　ホールディングス(株),2145,2255,2145.2255999999998,2201,2241,2144,874800,504113,235017600,1.49,32.0,20.16,1.34,106.41,1598.18,214500,100,2489,1331
2801,キッコーマン(株),3770,3945,3770.1396,3805,3940,3760,1388000,793145,210383202,0.64,24.0,43.32,3.1,87.03,1215.52,3770000,1000,4400,2809
2802,味の素(株),2523,2621,2523.7163,2584,2643,2519,4100000,1500147,594470654,1.03,26.0,29.87,2.12,84.49,1191.03,2523500,1000,2960,2156
2809,キユーピー(株),2462,2602,2461.7284999999997,2511,2576,2461,750400,376686,153000000,1.06,26.0,23.65,1.81,104.09,1357.88,246200,100,3645,2094
2871,(株)ニチレイ,734,753,733.8624,738,773,732,2394000,217155,295851065,1.63,12.0,18.56,1.42,39.54,517.79,734000,1000,967,532
2875,東洋水産(株),4430,4570,4429.162499999999,4460,4575,4425,708500,491203,110881044,1.35,60.0,25.13,1.78,176.25,2485.39,443000,100,5020,3770
2897,日清食品ホールディングス(株),5620,5860,5620.7014,5700,5800,5620,526000,660146,117463685,1.42,80.0,30.98,1.68,181.43,3338.12,562000,100,6620,5110
2914,ＪＴ,4187,4437,4186.88,4310,4339,4153,5055200,8374000,2000000000,2.58,108.0,16.0,3.0,261.68,1396.31,418700,100,4848,3101
2915,ケンコーマヨネーズ(株),1580,1712,1580.5394999999999,1688,1712,1580,37000,22453,14211000,1.58,25.0,12.69,1.21,124.55,1305.27,158000,100,1793,1381
3003,ヒューリック(株),1066,1138,1065.8852,1088,1110,1057,2857100,706224,662498871,1.17,12.5,25.24,2.34,42.23,455.97,106600,100,1456,1026
3048,(株)ビックカメラ,1110,1196,1109.9397999999999,1177,1192,1080,1957000,200275,180428297,0.9,10.0,18.73,2.06,59.26,539.08,111000,100,1641,1080
3064,(株)ＭｏｎｏｔａＲＯ,5540,6120,5539.7615,5840,6020,5520,796700,344261,62141000,0.43,24.0,78.19,31.17,70.85,177.71,554000,100,7280,2282
3086,Ｊ．フロント　リテイリング(株),1950,2055,1950.2756,2002,2048,1948,1434700,522832,268119164,1.33,26.0,18.34,1.33,106.34,1464.65,195000,100,2512,1331
3088,(株)マツモトキヨシホールディングス,5640,5920,5640.1826,5750,5870,5610,647100,308148,54636107,1.24,70.0,23.27,1.88,242.38,3001.88,564000,100,6950,3280
3092,(株)スタートトゥデイ,3590,3840,3590.5095,3680,3755,3585,695300,394528,109896300,1.31,47.0,30.95,13.32,116.01,269.51,359000,100,4455,2364
3099,(株)三越伊勢丹ホールディングス,1874,1969,1873.7222,1927,1952,1866,3197400,740207,394987954,0.59,11.0,29.54,1.3,63.43,1438.66,187400,100,2395,1460
3116,トヨタ紡織(株),1951,2090,1950.6716999999999,2003,2047,1948,666700,366136,187665738,1.03,20.0,21.27,1.62,91.71,1203.96,195100,100,2400,1340
3141,ウエルシアホールディングス(株),5070,5520,5070.848000000001,5380,5460,5060,161500,230554,45474196,0.79,40.0,25.6,2.98,198.08,1698.92,507000,100,6770,3560
3193,(株)鳥貴族,2086,2290,2085.9564,2190,2289,2080,117000,23681,11352300,0.16,3.33,42.71,8.66,48.84,240.97,208600,100,3180,1213
3197,(株)すかいらーく,1725,1740,1725.1826999999998,1701,1736,1697,1699800,335010,194208700,1.74,30.0,23.61,3.45,73.07,500.24,172500,100,1958,1168
3231,野村不動産ホールディングス(株),2278,2469,2277.9042000000004,2370,2408,2268,1470400,435954,191375900,2.19,50.0,11.46,1.11,198.77,2056.13,227800,100,2700,1911
3289,東急不動産ホールディングス(株),822,893,821.8464,851,863,815,6223700,526763,640830974,1.34,11.0,18.88,1.26,43.53,652.71,82200,100,1016,726
3291,飯田グループホールディングス(株),1991,2138,1990.716,2045,2116,1991,1499200,586213,294431639,1.91,38.0,15.6,1.08,127.61,1845.71,199100,100,2459,1421
3349,(株)コスモス薬品,14580,15320,14577.9964,15100,15420,14500,100400,291606,20000400,0.41,60.0,24.67,4.44,590.92,3285.7,1458000,100,19610,14500
3360,シップヘルスケアホールディングス(株),2626,2796,2625.84,2700,2747,2626,209400,130356,49640700,1.98,52.0,15.63,1.76,168.0,1493.51,262600,100,3070,2366
3382,(株)セブン＆アイ・ホールディングス,5243,5561,5243.8062,5421,5469,5243,3738500,4647615,886441983,1.47,77.0,24.02,2.01,218.31,2610.66,524300,100,5998,4118
3391,(株)ツルハホールディングス,9610,10080,9611.821199999998,9840,9980,9600,257300,466979,48593068,0.92,88.0,25.72,3.47,373.71,2765.6,961000,100,11890,6840
3402,東レ(株),1028,1072,1028.1827,1035,1058,1027,12357000,1677163,1631481403,1.17,12.0,18.89,1.65,54.43,621.91,1028000,1000,1126,928
3405,(株)クラレ,1453,1489,1453.5,1459,1482,1446,3051400,515617,354863603,2.75,40.0,12.75,1.03,114.0,1410.83,145300,100,1688,1320
3407,旭化成(株),952,997,952.294,959,977,951,9138000,1335712,1402616332,2.1,20.0,12.55,1.21,75.88,788.55,952300,1000,1260,905
3436,(株)ＳＵＭＣＯ,1053,1121,,1076,1093,1051,4629500,308830,293285539,1.9,20.0,,1.48,,711.72,105300,100,2458,1051
3512,日本フエルト(株),501,516,501.13050000000004,510,512,501,33300,9941,19842089,2.59,13.0,12.09,0.6,41.45,829.58,50100,100,589,501
3606,(株)レナウン,159,166,158.98329999999999,161,167,151,1458800,16108,101307449,0.0,0.0,26.81,0.62,5.93,255.96,15900,100,316,108
3626,ＩＴホールディングス(株),2594,2744,2594.6082,2697,2730,2586,544400,227725,87789098,1.27,33.0,17.73,1.23,146.34,2102.69,259400,100,2998,1742
3632,グリー(株),581,626,,607,617,579,3704800,139870,240740000,,,,1.43,,406.27,58100,100,880,579
3636,(株)三菱総合研究所,2837,3000,2836.361,2990,2990,2830,13700,46595,16424080,1.76,50.0,13.31,1.23,213.1,2308.65,283700,100,3215,2653
3639,(株)ボルテージ,1431,1602,1430.7948000000001,1531,1571,1403,338700,7377,5155469,,,18.36,1.96,77.93,731.67,143100,100,3055,968
3641,(株)パピレス,3135,3380,3135.552,3340,3465,3105,78600,8094,2581720,0.16,5.0,13.44,2.56,233.3,1225.13,313500,100,3950,1800
3656,ＫＬａｂ(株),1380,1603,,1546,1570,1330,7682300,52105,37757400,0.0,0.0,,5.12,,269.43,138000,100,2251,1011
3659,(株)ネクソン,1584,1791,,1722,1757,1450,3505700,681125,430003117,0.63,10.0,,1.81,,875.63,158400,100,2005,1021
3664,(株)モブキャスト,564,664,,634,678,564,1170900,8213,14561808,,,,3.36,,167.65,56400,100,1514,564
3668,(株)コロプラ,1883,2092,1882.6149,1996,2048,1882,2528200,235084,124845500,0.74,14.0,13.27,6.12,141.87,307.91,188300,100,2989,1882
3692,(株)ＦＦＲＩ,10100,11220,10100.0368,11130,12350,10070,1799200,78016,7724400,0.0,0.0,438.56,89.88,23.03,112.37,1010000,100,18500,4140
3738,(株)ティーガイア,1880,1999,1880.4582,1926,1981,1861,119900,148659,79074000,2.18,41.0,14.37,4.37,130.86,429.99,188000,100,2338,1145
3742,ＩＴｂｏｏｋ(株),894,1086,894.0168,1040,1053,888,934700,14217,15902600,0.0,0.0,81.72,48.35,10.94,18.49,89400,100,2125,412
3765,ガンホー・オンライン・エンターテイメント(株),343,370,,354,365,336,12220500,362857,1057892400,,,,4.58,,74.85,34300,100,520,336
3774,(株)インターネットイニシアティブ,2192,2218,2192.4226,2202,2355,2184,378600,102391,46711400,1.0,22.0,25.18,1.59,87.07,1375.64,219200,100,2657,1910
3788,ＧＭＯクラウド(株),751,847,751.0851,790,810,745,105200,8781,11693000,1.86,14.0,19.01,1.62,39.51,463.25,75100,100,1039,745
3793,(株)ドリコム,721,851,,801,849,721,117800,10015,13891000,0.0,0.0,,5.6,,128.84,72100,100,2160,721
3799,キーウェアソリューションズ(株),536,551,535.9575,531,567,515,84700,4883,9110000,1.87,10.0,11.95,0.8,44.85,666.34,53600,100,914,369
3817,(株)ＳＲＡホールディングス,2021,2194,2020.6203999999998,2145,2173,2020,37600,30800,15240000,3.22,65.0,10.76,1.29,187.79,1563.83,202100,100,2641,1401
3861,王子ホールディングス(株),554,579,553.84,569,584,554,8793000,589668,1064381817,1.81,10.0,16.1,0.83,34.4,666.56,554000,1000,606,389
3903,(株)ｇｕｍｉ,1180,1369,,1300,1351,1156,989900,34859,29541500,,,,2.05,,575.74,118000,100,2949,1156
3905,データセクション(株),572,672,572.0064,632,647,572,342000,5899,10312200,0.0,0.0,376.32,5.92,1.52,96.62,57200,100,1730,572
3907,シリコンスタジオ(株),3925,4625,3925.0959999999995,4400,4445,3925,45800,9243,2355000,0.25,10.0,42.16,3.09,93.1,1270.06,392500,100,19660,3925
3911,(株)Ａｉｍｉｎｇ,1039,1251,1038.96,1185,1223,1002,1642300,35668,34329000,0.0,0.0,17.55,5.26,59.2,197.43,103900,100,2283,1002
4004,昭和電工(株),140,147,140.0,143,144,139,25463000,209596,1497112926,2.14,3.0,20.0,0.64,7.0,219.18,140000,1000,184,139
4021,日産化学工業(株),2714,2856,2713.6313,2837,2870,2705,1174600,423384,156000000,1.47,40.0,20.71,2.84,131.03,955.36,271400,100,3060,2023
4042,東ソー(株),531,575,530.7280000000001,555,560,530,9267000,345236,650161912,1.88,10.0,7.4,1.07,71.72,496.07,531000,1000,829,521
4045,東亞合成(株),874,920,874.007,890,909,874,446700,115365,131996299,2.75,24.0,13.54,0.72,64.55,1207.71,87400,100,1146,874
4061,電気化学工業(株),504,540,503.81,521,530,503,4019000,234841,465954121,2.48,12.5,12.14,1.1,41.5,459.91,504000,1000,584,419
4063,信越化学工業(株),6715,7072,6715.5453,6900,6949,6710,1570800,2901596,432106693,1.64,110.0,20.43,1.46,328.71,4604.15,671500,100,8310,6710
4088,エア・ウォーター(株),1954,2061,1953.8688000000002,2004,2027,1953,310000,388270,198705057,1.43,28.0,16.64,1.65,117.42,1185.95,1954000,1000,2315,1813
4091,大陽日酸(株),1438,1504,1438.0895,1454,1505,1437,1406200,622787,433092837,0.97,14.0,23.05,1.93,62.39,746.19,143800,100,1950,1210
4095,日本パーカライジング(株),1037,1102,1037.2986,1070,1087,1036,235600,137511,132604524,1.45,15.0,12.61,1.11,82.26,935.55,103700,100,1550,1036
4114,(株)日本触媒,1719,1817,1718.4850000000001,1771,1785,1718,1006000,350676,204000000,1.51,26.0,15.5,1.29,110.87,1328.11,1719000,1000,1942,1503
4116,大日精化工業(株),527,558,526.841,544,550,527,164000,49046,93065554,2.66,14.0,7.3,0.64,72.17,826.97,527000,1000,674,527
4151,協和発酵キリン(株),2006,2113,2005.925,2080,2105,2004,1596000,1156426,576483555,1.25,25.0,42.23,1.8,47.5,1115.83,2006000,1000,2321,1094
4185,ＪＳＲ(株),1902,1994,1902.2463999999998,1945,1956,1894,1962700,452625,237973205,2.63,50.0,14.12,1.22,134.72,1564.05,190200,100,2296,1893
4188,(株)三菱ケミカルホールディングス,672,718,672.2055,698,702,672,6586800,1012828,1506288107,2.08,14.0,15.15,0.97,44.37,693.06,67240,100,847,560
4201,日本合成化学工業(株),836,838,835.9178,828,860,820,759000,82237,98369186,2.39,20.0,8.57,0.94,97.54,885.77,836000,1000,966,662
4202,(株)ダイセル,1473,1580,1473.3798,1539,1542,1473,1617900,537561,364942682,1.77,26.0,14.79,1.55,99.62,948.2,147300,100,1793,1317
4204,積水化学工業(株),1301,1356,1300.9092,1320,1337,1298,4058000,677180,520507285,2.15,28.0,11.82,1.23,110.06,1059.01,1301000,1000,1752,1288
4205,日本ゼオン(株),1005,1070,1005.0722000000001,1043,1049,1001,1237000,243286,242075556,1.49,15.0,9.91,1.06,101.42,947.02,1005000,1000,1256,1001
4206,アイカ工業(株),2607,2756,2607.3378000000002,2695,2729,2602,256900,176209,67590664,1.69,44.0,17.91,1.64,145.58,1586.85,260700,100,2946,2421
4208,宇部興産(株),206,223,206.0174,215,217,205,23963000,218772,1062001076,2.43,5.0,12.82,0.82,16.07,251.13,206000,1000,246,175
4217,日立化成(株),1812,1952,1811.922,1883,1898,1812,1415100,377557,208364913,,,9.8,1.03,184.89,1754.21,181200,100,2755,1812
4231,タイガースポリマー(株),707,765,706.8672,765,774,702,41200,14219,20111598,1.98,14.0,8.32,0.55,84.96,1292.57,70700,100,920,700
4272,日本化薬(株),1272,1285,1271.5520000000001,1285,1306,1266,2677000,232145,182503570,1.97,25.0,12.8,1.2,99.34,1057.49,1272000,1000,1682,1195
4283,パナソニック　インフォメーションシステムズ(株),,3775,,,,,,40226,10656000,,,,1.41,,2670.74,377500,100,4615,2890
4298,(株)プロトコーポレーション,1681,1770,1680.6868000000002,1721,1763,1648,75300,35200,20940000,2.26,38.0,9.88,1.23,170.11,1364.35,168100,100,2056,1648
4307,(株)野村総合研究所,4540,4880,4540.4216,4530,4755,4530,771700,1021500,225000000,1.76,80.0,22.36,2.22,203.06,2042.94,454000,100,5240,3550
4324,(株)電通,5950,6350,,6100,6210,5930,2160600,1716040,288410000,1.18,70.0,,1.65,,3601.83,595000,100,7290,4580
4348,インフォコム(株),1068,1141,1067.973,1107,1120,1067,140000,30758,28800000,1.87,20.0,11.23,1.43,95.1,747.04,106800,100,1390,882
4452,花王(株),5492,5765,5491.4384,5665,5720,5492,2090700,2767968,504000000,1.38,76.0,31.64,4.24,173.56,1296.54,549200,100,6623,4601
4502,武田薬品工業(株),5966,6284,5966.3856,6060,6143,5956,4069000,4713679,790090295,3.02,180.0,68.88,2.16,86.62,2764.54,596600,100,6657,4904
4503,アステラス製薬(株),1780,1884,1780.5145,1860,1869,1780,16135600,3955956,2221823175,1.8,32.0,22.93,2.91,77.65,611.4,178050,100,2047,1658
4506,大日本住友製薬(株),1327,1417,1327.1299000000001,1388,1388,1323,1528100,528014,397900154,1.36,18.0,29.29,1.15,45.31,1153.3,132700,100,1625,1138
4507,塩野義製薬(株),4600,4955,4599.648,4780,4885,4600,2046300,1615226,351136165,1.22,56.0,28.8,3.05,159.71,1509.88,460000,100,5520,3060
4508,田辺三菱製薬(株),2047,2138,2047.3084,2073,2106,2046,1801600,1149222,561417916,2.15,44.0,28.36,1.44,72.19,1421.58,204700,100,2277,1701
4519,中外製薬(株),4450,4695,,4575,4630,4440,1524400,2490602,559685889,1.17,52.0,,3.96,,1123.97,445000,100,5090,2862
4521,科研製薬(株),5340,5790,5339.768,5490,5700,5310,1053000,517336,96879461,1.27,68.0,31.6,5.47,168.98,976.14,5340000,1000,6360,2221
4523,エーザイ(株),7693,8062,,7785,8002,7693,1846500,2281490,296566949,1.95,150.0,,3.69,,2087.22,769300,100,9756,4584
4527,ロート製薬(株),2029,2130,2028.6774,2076,2127,2028,592900,239278,117929250,0.99,20.0,26.19,2.07,77.46,977.93,202900,100,2358,1430
4528,小野薬品工業(株),14430,15380,14430.5341,14770,15160,14430,443100,1700539,117847500,1.25,180.0,131.87,3.2,109.43,4509.55,1443000,100,16800,10310
4530,久光製薬(株),4095,4350,4095.0954000000006,4235,4260,4095,400400,389700,95164895,1.95,80.0,19.17,1.57,213.62,2607.97,409500,100,5360,3580
4534,持田製薬(株),7430,7750,7430.4892,7510,7730,7410,44900,156773,21100000,1.82,135.0,21.08,1.46,352.49,5080.28,743000,100,8340,6180
4536,参天製薬(株),1812,1951,1812.1472999999999,1876,1905,1812,2335300,749659,413719015,1.32,24.0,14.27,3.46,126.99,523.35,181200,100,2163,1262
4540,(株)ツムラ,2647,2784,2646.7470000000003,2713,2741,2647,448300,187333,70771662,2.42,64.0,15.3,1.24,172.99,2139.14,264700,100,3125,2523
4543,テルモ(株),3240,3385,3239.6689,3315,3375,3225,2504300,1230424,379760520,0.99,32.0,31.07,2.09,104.27,1552.52,324000,100,3635,2637
4544,みらかホールディングス(株),5220,5520,5218.623,5280,5360,5220,364700,298599,57202966,2.11,110.0,17.58,1.69,296.85,3092.79,522000,100,6350,5110
4555,沢井製薬(株),7580,7980,7577.927699999999,7710,7860,7570,462800,289298,38165988,1.45,110.0,17.99,2.41,421.23,3144.13,758000,100,8470,6400
4568,第一三共(株),2296,2440,2295.7767,2398,2412,2295,6722600,1627890,709011343,3.05,70.0,21.49,1.25,106.83,1842.15,229600,100,2769,1556
4569,キョーリン製薬ホールディングス(株),2114,2224,2114.256,2180,2200,2112,189400,158439,74947628,2.46,52.0,13.6,1.05,155.46,2017.89,211400,100,3040,2112
4572,カルナバイオサイエンス(株),2871,3420,2870.9175,3140,3305,2806,2266600,25445,8862900,0.0,0.0,66.75,11.95,43.01,240.16,287100,100,6030,650
4578,大塚ホールディングス(株),4029,4328,4029.3685,4118,4228,4029,2461700,2247520,557835617,2.48,100.0,27.29,1.29,147.65,3125.47,402900,100,4774,3432
4581,大正製薬ホールディングス(株),7890,8330,7889.597999999999,8110,8200,7890,160100,711202,90139653,1.27,100.0,29.07,1.0,271.4,7908.87,789000,100,9240,7050
4587,ペプチドリーム(株),2860,3280,2860.071,3120,3245,2848,905500,158047,55261200,0.0,0.0,187.3,22.9,15.27,124.91,286000,100,3730,2088
4612,日本ペイントホールディングス(株),2498,2675,2498.4120000000003,2590,2641,2497,1593500,812855,325402443,0.88,22.0,24.28,1.72,102.9,1455.77,249800,100,4860,2497
4613,関西ペイント(株),1940,2069,1939.8795,1974,2044,1934,1579000,528889,272623270,0.98,19.0,20.67,1.93,93.85,1002.63,1940000,1000,2382,1753
4631,ＤＩＣ(株),271,282,271.1345,275,283,271,6852000,261616,965372048,2.95,8.0,7.67,1.0,35.35,271.29,271000,1000,382,264
4634,東洋インキＳＣホールディングス(株),470,480,469.8863999999999,472,478,469,1089000,142461,303108724,3.19,15.0,11.68,0.68,40.23,695.89,470000,1000,613,467
4641,(株)アルプス技研,2272,2501,2271.9244,2351,2447,2271,130000,25557,11248489,2.86,65.0,17.59,2.53,129.16,898.76,227200,100,3080,1358
4661,(株)オリエンタルランド,6323,6800,6322.2728,6551,6643,6323,3259500,2299613,363690160,0.55,35.0,29.24,3.67,216.22,1721.06,632300,100,9890,6323
4666,パーク２４(株),2226,2350,2225.9791999999998,2256,2313,2225,856100,323763,145446204,2.25,50.0,28.12,5.51,79.16,404.19,222600,100,2555,1761
4676,(株)フジ・メディア・ホールディングス,1413,1469,1412.6995000000002,1439,1455,1408,1725800,334075,236429800,2.83,40.0,14.65,0.51,96.43,2748.69,141300,100,1859,1390
4681,リゾートトラスト(株),3100,3290,3099.8484,3200,3245,3095,836800,336409,108518999,1.48,46.0,24.21,3.17,128.04,977.06,310000,100,3800,2596
4684,(株)オービック,5360,5620,5360.9632,5460,5570,5340,383400,533856,99600000,1.4,75.0,23.78,3.15,225.44,1701.35,536000,100,6360,3700
4689,ヤフー(株),486,513,,495,508,485,20157600,2767793,5695047300,1.82,8.86,,3.82,,127.34,48600,100,577,394
4704,トレンドマイクロ(株),4350,4560,4349.829,4450,4525,4315,1294300,610275,140293004,,,26.05,3.98,166.98,1093.68,435000,100,4885,3080
4708,(株)もしもしホットライン,1143,1236,1142.9775,1196,1208,1143,265700,79442,69503040,2.54,29.0,25.83,1.87,44.25,611.39,114300,100,1544,1101
4716,日本オラクル(株),4920,5110,,5010,5100,4910,196900,626400,127317171,,,,5.55,,887.28,492000,100,5650,4655
4719,(株)アルファシステムズ,1705,1824,1704.9504,1763,1803,1703,20500,25316,14848200,2.35,40.0,16.32,0.82,104.47,2076.56,170500,100,2036,1515
