Code,Prev,Trend,Pred,Close,Errata-D,Errata-U,Pred-D,Pred-U,Correct,Total,Diff-Ratio
6425,2271,0,2319,2263,,,,,,,2.4745912506
6448,1603,0,1629,1559,,,,,,,4.4900577293
6460,1250,0,1264,1246,,,,,,,1.4446227929
6463,2780,1,2855,2647,,,,1,,,7.8579523989
6465,7460,1,7613,7370,,,,1,,,3.2971506106
6471,1430,0,1461,1394,,,,,,,4.806312769
6473,1699,0,1703,1660,,,,,,,2.5903614458
6474,546,0,552,535,,,,,,,3.1775700935
6479,1380,0,1416,1389,,,,,,,1.9438444924
6481,2055,0,2081,2006,,,,,,,3.7387836491
6501,663,0,672,646,,,,,,,4.0247678019
6502,363,1,373,349,,,,1,,,6.8767908309
6503,1154,0,1182,1124,,,,,,,5.1601423488
6504,466,0,473,455,,,,,,,3.956043956
6506,1340,0,1364,1310,,,,,,,4.1221374046
6586,6660,0,6764,6570,,,,,,,2.9528158295
6594,9200,0,9349,9226,,,,,,,1.3331888142
6645,4300,0,4429,4175,,,,,,,6.0838323353
6651,2195,0,2243,2069,,,,,,,8.4098598357
6674,436,0,444,421,,,,,,,5.4631828979
6702,583,1,592,572,,,,1,,,3.4965034965
6703,207,0,209,204,,,,,,,2.4509803922
6727,423,0,430,423,,,,,,,1.6548463357
6741,1089,0,1104,1078,,,,,,,2.4118738404
6752,1297,1,1317,1257,,,,1,,,4.7732696897
6754,774,1,791,755,,,,1,,,4.7682119205
6755,1441,0,1470,1416,,,,,,,3.813559322
6758,3051,0,3105,3020,,,,,,,2.8145695364
6762,7030,0,7287,6940,,,,,,,5
6841,1376,0,1400,1345,,,,,,,4.0892193309
6856,4050,0,4161,3975,,,,,,,4.679245283
6861,55300,0,55838,54520,,,,,,,2.417461482
6869,7040,0,7196,7070,,,,,,,1.7821782178
6902,5144,0,5285,5081,,,,,,,4.0149576855
6923,2216,0,2288,2199,,,,,,,4.0472942246
6952,2248,0,2290,2200,,,,,,,4.0909090909
6954,19290,0,19502,19635,,,,,,,-0.6773618538
6963,6370,0,6479,6280,,,,,,,3.1687898089
6971,5812,0,5882,5812,,,,,,,1.20440468
6981,16455,0,16992,16370,,,,,,,3.7996334759
6988,7805,0,7985,7638,,,,,,,4.5430741032
7003,188,0,188,181,,,,,,,3.8674033149
7011,558,0,568,553,,,,,,,2.712477396
7012,443,0,450,431,,,,,,,4.4083526682
7013,367,0,371,353,,,,,,,5.0991501416
7014,837,0,861,831,,,,,,,3.6101083032
7177,729,0,736,703,,,,,,,4.6941678521
7201,1053,0,1074,1049,,,,,,,2.3832221163
7203,7000,0,7095,7015,,,,,,,1.1404133999
7205,1290,0,1312,1276,,,,,,,2.8213166144
7211,904,0,917,894,,,,,,,2.5727069351
7240,2750,0,2873,2761,,,,,,,4.0565012677
7242,344,0,350,340,,,,,,,2.9411764706
7245,1022,0,1042,1003,,,,,,,3.888334995
7248,791,0,818,766,,,,,,,6.7885117493
7259,4115,0,4246,4060,,,,,,,4.5812807882
7261,2004,0,2046,1919,,,,,,,6.6180302241
7262,1405,0,1443,1396,,,,,,,3.3667621777
7267,3679,0,3750,3658,,,,,,,2.5150355385
7269,3892,0,4010,3900,,,,,,,2.8205128205
7270,4081,0,4174,4075,,,,,,,2.4294478528
7272,2236,0,2288,2257,,,,,,,1.3735046522
7276,3885,0,4019,3785,,,,,,,6.1822985469
7278,2661,0,2717,2603,,,,,,,4.3795620438
7279,3625,1,3699,3500,,,,1,,,5.6857142857
7280,1954,0,2026,1904,,,,,,,6.4075630252
7282,2270,0,2322,2231,,,,,,,4.0788883909
7296,1807,0,1828,1777,,,,,,,2.8700056275
7309,15490,1,15904,15840,,1,,1,1,,0.404040404
7313,3155,0,3204,3040,,,,,,,5.3947368421
7420,841,0,855,834,,,,,,,2.5179856115
7451,2617,1,2620,2626,,1,,1,1,,-0.2284843869
7453,26040,1,26486,26240,,1,,1,1,,0.9375
7458,4585,1,4589,4435,,,,1,,,3.472378805
7459,2016,0,2057,2055,,,,,,,0.097323601
7483,2246,1,2267,2267,,1,,1,1,,0
7518,706,1,720,700,,,,1,,,2.8571428571
7520,1074,0,1104,1075,,,,,,,2.6976744186
7532,10500,1,10228,10500,,,,,,,-2.5904761905
7593,711,0,723,713,,,,,,,1.4025245442
7595,1677,1,1697,1668,,,,1,,,1.7386091127
7606,4635,1,4711,4500,,,,1,,,4.6888888889
7628,1329,0,1361,1290,,,,,,,5.503875969
7649,5580,1,5718,5480,,,,1,,,4.3430656934
7701,1700,1,1741,1683,,,,1,,,3.4462269756
7731,1519,0,1536,1491,,,,,,,3.0181086519
7741,4434,1,4589,4368,,,,1,,,5.0595238095
7751,3627,0,3667,3658,,,,,,,0.2460360853
7752,1153,1,1169,1136,,,,1,,,2.9049295775
7832,2732,0,2769,2749,,,,,,,0.7275372863
7860,1477,0,1511,1451,,,,,,,4.1350792557
7936,3435,0,3491,3405,,,,,,,2.5256975037
7947,4040,0,4124,3985,,,,,,,3.4880803011
7974,23865,1,24421,23770,,,,1,,,2.7387463189
7988,4385,0,4559,4405,,,,,,,3.4960272418
8001,1416,0,1435,1363,,,,,,,5.2824651504
8002,654,0,659,640,,,,,,,2.96875
8012,1418,0,1441,1400,,,,,,,2.9285714286
8015,2708,0,2750,2681,,,,,,,2.5736665423
8020,180,0,183,177,,,,,,,3.3898305085
8028,5440,1,5529,5390,,,,1,,,2.5788497217
8031,1552,0,1565,1515,,,,,,,3.300330033
8036,2650,0,2689,2597,,,,,,,3.5425490951
8043,340,1,344,331,,,,1,,,3.9274924471
8051,944,0,946,977,,,,,,,-3.1729785056
8053,1241,0,1264,1208,,,,,,,4.6357615894
8056,1245,0,1265,1227,,,,,,,3.0969845151
8058,2199,0,2227,2147,,,,,,,3.726129483
8088,699,0,712,690,,,,,,,3.1884057971
8114,1660,1,1673,1708,,1,,1,1,,-2.0491803279
8129,2576,0,2620,2660,,,,,,,-1.5037593985
8136,3685,1,3843,3580,,,,1,,,7.3463687151
8137,1082,0,1104,1070,,,,,,,3.1775700935
8184,2856,1,2908,2771,,,,1,,,4.944063515
8214,1440,0,1451,1398,,,,,,,3.791130186
8218,2623,0,2663,2618,,,,,,,1.7188693659
8227,11040,0,11123,11020,,,,,,,0.9346642468
8233,987,0,1018,978,,,,,,,4.0899795501
8253,2364,0,2396,2318,,,,,,,3.3649698016
8267,1744,0,1782,1696,,,,,,,5.070754717
8270,731,0,742,711,,,,,,,4.3600562588
8273,4925,0,5060,4975,,,,,,,1.7085427136
8282,3635,1,3751,3580,,,,1,,,4.7765363128
8303,254,0,257,251,,,,,,,2.390438247
8304,435,0,439,428,,,,,,,2.5700934579
8306,777,0,788,767,,,,,,,2.7379400261
8308,594,0,603,590,,,,,,,2.2033898305
8309,489,0,495,479,,,,,,,3.3402922756
8316,4818,0,4889,4783,,,,,,,2.2161823124
8327,323,1,329,318,,,,1,,,3.4591194969
8331,859,0,871,840,,,,,,,3.6904761905
8332,719,0,730,708,,,,,,,3.1073446328
8333,634,0,641,627,,,,,,,2.2328548644
8334,791,0,800,783,,,,,,,2.1711366539
8354,574,1,588,573,,,,1,,,2.6178010471
8355,1238,0,1258,1224,,,,,,,2.7777777778
8356,486,0,490,488,,,,,,,0.4098360656
8358,2290,0,2307,2239,,,,,,,3.0370701206
8359,816,0,826,806,,,,,,,2.4813895782
8377,266,0,269,263,,,,,,,2.2813688213
8379,672,1,678,661,,,,1,,,2.5718608169
8382,1740,1,1768,1716,,,,1,,,3.0303030303
8385,1327,0,1343,1318,,,,,,,1.8968133536
8410,501,0,509,498,,,,,,,2.2088353414
8411,240,0,244,241,,,,,,,1.244813278
8418,1463,0,1480,1455,,,,,,,1.7182130584
8424,4570,0,4653,4385,,,,,,,6.1117445838
8425,2444,0,2475,2385,,,,,,,3.7735849057
8439,3600,0,3670,3530,,,,,,,3.9660056657
8473,1423,0,1449,1385,,,,,,,4.6209386282
8508,1008,1,1018,1052,,1,,1,1,,-3.2319391635
8515,448,0,458,439,,,,,,,4.3280182232
8524,475,0,481,478,,,,,,,0.6276150628
8544,620,1,628,618,,,,1,,,1.6181229773
8566,3320,0,3357,3280,,,,,,,2.3475609756
8570,2655,1,2704,2595,,,,1,,,4.2003853565
8572,525,0,536,524,,,,,,,2.2900763359
8586,2869,0,2894,2808,,,,,,,3.0626780627
8591,1561,0,1597,1548,,,,,,,3.165374677
8593,569,0,577,564,,,,,,,2.304964539
8601,815,0,828,804,,,,,,,2.9850746269
8604,743,0,754,731,,,,,,,3.146374829
8609,717,0,733,717,,,,,,,2.2315202232
8616,759,0,784,741,,,,,,,5.8029689609
8628,1021,0,1037,1009,,,,,,,2.775024777
8697,3500,0,3635,3500,,,,,,,3.8571428571
8729,2226,1,2249,2188,,,,1,,,2.7879341865
8750,2128,0,2168,2098,,,,,,,3.3365109628
8766,4656,0,4763,4568,,,,,,,4.26882662
8795,1551,0,1592,1539,,,,,,,3.4437946719
8801,3241,0,3299,3232,,,,,,,2.073019802
8802,2515,0,2561,2492,,,,,,,2.7688603531
8830,3953,0,4026,3910,,,,,,,2.9667519182
8840,184,1,186,186,,1,,1,1,,0
8848,563,1,576,550,,,,1,,,4.7272727273
8870,3055,1,3124,3065,,1,,1,1,,1.924959217
8876,12020,1,12352,11650,,,,1,,,6.025751073
8897,518,1,536,511,,,,1,,,4.8923679061
8905,1969,0,2006,1953,,,,,,,2.7137736815
8933,1106,0,1119,1094,,,,,,,2.2851919561
9001,516,0,528,515,,,,,,,2.5242718447
9003,663,0,676,667,,,,,,,1.3493253373
9005,831,0,845,834,,,,,,,1.3189448441
9007,1074,0,1090,1068,,,,,,,2.0599250936
9008,878,0,893,871,,,,,,,2.5258323766
9009,1258,0,1275,1267,,,,,,,0.6314127861
9020,10735,0,10966,10655,,,,,,,2.9188174566
9021,7786,0,7982,7810,,,,,,,2.2023047375
9022,18900,0,19381,19260,,,,,,,0.6282450675
9031,597,0,605,603,,,,,,,0.3316749585
9041,416,0,424,417,,,,,,,1.6786570743
9042,700,0,713,741,,,,,,,-3.7786774629
9045,758,1,769,768,,1,,1,1,,0.1302083333
9048,472,0,477,465,,,,,,,2.5806451613
9062,562,1,574,556,,,,1,,,3.2374100719
9064,2283,1,2324,2295,,1,,1,1,,1.2636165577
9065,575,1,592,569,,,,1,,,4.0421792619
9069,824,1,839,802,,,,1,,,4.6134663342
9076,1296,0,1321,1277,,,,,,,3.4455755677
9086,1973,1,2010,1939,,,,1,,,3.661681279
9202,340,1,347,340,,1,,1,1,,2.0588235294
9301,1421,0,1441,1453,,,,,,,-0.8258774948
9364,972,0,993,974,,,,,,,1.9507186858
9375,4350,0,4446,4225,,,,,,,5.2307692308
9404,1978,1,2039,1962,,,,1,,,3.9245667686
9422,1256,1,1277,1229,,,,1,,,3.9056143206
9432,9075,0,8824,9075,,,1,,,,-2.7658402204
9435,7920,1,7998,7790,,,,1,,,2.6700898588
9437,2433,1,2485,2421,,,,1,,,2.643535729
9449,1616,1,1671,1596,,,,1,,,4.6992481203
9468,1386,1,1410,1351,,,,1,,,4.3671354552
9501,781,0,804,788,,,,,,,2.0304568528
9503,1432,0,1471,1424,,,,,,,3.3005617978
9513,3610,0,3703,3585,,,,,,,3.2914923291
9531,634,0,648,615,,,,,,,5.3658536585
9532,472,0,482,456,,,,,,,5.701754386
9600,1203,0,1226,1183,,,,,,,3.6348267117
9602,2691,0,2713,2680,,,,,,,1.2313432836
9603,3910,1,4030,3845,,,,1,,,4.811443433
9613,5620,1,5729,5540,,,,1,,,3.4115523466
9640,1212,1,1227,1232,,1,,1,1,,-0.4058441558
9682,2570,0,2657,2588,,,,,,,2.6661514683
9684,3115,0,3139,3100,,,,,,,1.2580645161
9719,4145,1,4263,4080,,,,1,,,4.4852941176
9735,7505,1,7633,7437,,,,1,,,2.6354712922
9739,932,1,961,911,,,,1,,,5.4884742042
9742,1026,1,1046,1030,,1,,1,1,,1.5533980583
9766,2639,0,2651,2694,,,,,,,-1.5961395694
9783,3120,0,3169,3120,,,,,,,1.5705128205
9787,3730,1,3788,3635,,,,1,,,4.2090784044
9810,391,0,397,383,,,,,,,3.6553524804
9831,453,1,459,442,,,,1,,,3.8461538462
9843,9370,0,9506,9380,,,,,,,1.3432835821
9934,3785,1,3854,3725,,,,1,,,3.4630872483
9936,3955,1,4007,3925,,,,1,,,2.0891719745
9948,2290,1,2341,2223,,,,1,,,5.3081421502
9956,3215,1,3310,3110,,,,1,,,6.4308681672
9962,5480,1,5475,5480,,,,,,,-0.0912408759
9983,47480,0,48367,48400,,,,,,,-0.0681818182
9984,6853,0,6957,6743,,,,,,,3.173661575
9989,6530,1,6671,6470,,,,1,,,3.1066460587
,,171,,,0,42,2,167,42,24.8520710059,3.0478096141
,,,,,,,,,,,-5.7430007179
,,,,,,,,,,,11.1627906977
