銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
2784,アルフレッサ　ホールディングス(株),2070,2145,2069.6745,2060,2150,2060,1167800,486486,235017600,1.55,32.0,19.45,1.3,106.41,1598.18,207000,100,2489,1331
2801,キッコーマン(株),3640,3770,3639.5946,3650,3845,3610,2083000,765795,210383202,0.66,24.0,41.82,2.99,87.03,1215.52,3640000,1000,4400,2809
2802,味の素(株),2445,2523,2445.1406,2475,2570,2444,4558000,1453778,594470654,1.06,26.0,28.94,2.05,84.49,1191.03,2445500,1000,2960,2156
2809,キユーピー(株),2387,2462,2386.7837,2353,2487,2307,1018700,365211,153000000,1.09,26.0,22.93,1.76,104.09,1357.88,238700,100,3645,2094
2871,(株)ニチレイ,700,734,699.858,720,742,697,2274000,207096,295851065,1.71,12.0,17.7,1.35,39.54,517.79,700000,1000,967,532
2875,東洋水産(株),4305,4430,4305.7875,4320,4485,4300,594900,477343,110881044,1.39,60.0,24.43,1.73,176.25,2485.39,430500,100,5020,3770
2897,日清食品ホールディングス(株),5510,5620,5510.029100000001,5490,5790,5400,626800,647225,117463685,1.45,80.0,30.37,1.65,181.43,3338.12,551000,100,6620,5110
2914,ＪＴ,3984,4187,3985.3864000000003,4080,4187,3984,8783100,7969000,2000000000,2.71,108.0,15.23,2.85,261.68,1396.31,398450,100,4848,3101
2915,ケンコーマヨネーズ(株),1563,1580,1563.1025,1480,1657,1470,42100,22212,14211000,1.6,25.0,12.55,1.2,124.55,1305.27,156300,100,1793,1381
3003,ヒューリック(株),1063,1066,1062.9291,1006,1121,1003,3270900,704236,662498871,1.18,12.5,25.17,2.33,42.23,455.97,106300,100,1456,1003
3048,(株)ビックカメラ,1079,1110,1079.1246,1046,1139,1029,2969300,194682,180428297,0.93,10.0,18.21,2.0,59.26,539.08,107900,100,1641,1029
3064,(株)ＭｏｎｏｔａＲＯ,5760,5540,5760.105,5340,6320,5170,1511000,357932,62141000,0.42,24.0,81.3,32.41,70.85,177.71,576000,100,7280,2282
3086,Ｊ．フロント　リテイリング(株),1859,1950,1858.8232,1858,1962,1833,1769600,498434,268119164,1.4,26.0,17.48,1.27,106.34,1464.65,185900,100,2512,1331
3088,(株)マツモトキヨシホールディングス,5530,5640,5531.1116,5340,5860,5280,1215600,302138,54636107,1.27,70.0,22.82,1.84,242.38,3001.88,553000,100,6950,3280
3092,(株)スタートトゥデイ,3505,3590,3504.6621000000005,3445,3700,3290,932000,385187,109896300,1.34,47.0,30.21,13.01,116.01,269.51,350500,100,4455,2364
3099,(株)三越伊勢丹ホールディングス,1817,1874,1817.2694999999999,1820,1933,1782,4694900,717693,394987954,0.61,11.0,28.65,1.26,63.43,1438.66,181700,100,2395,1460
3116,トヨタ紡織(株),1888,1951,1888.3088999999998,1850,1983,1836,743800,354313,187665738,1.06,20.0,20.59,1.57,91.71,1203.96,188800,100,2400,1340
3141,ウエルシアホールディングス(株),4895,5070,4894.5568,4950,5190,4755,133800,222596,45474196,0.82,40.0,24.71,2.88,198.08,1698.92,489500,100,6770,3560
3193,(株)鳥貴族,2225,2086,2225.1504000000004,1866,2380,1775,258800,25259,11352300,0.15,3.33,45.56,9.23,48.84,240.97,222500,100,3180,1213
3197,(株)すかいらーく,1680,1725,1679.8792999999998,1661,1735,1637,1995300,326271,194208700,1.79,30.0,22.99,3.36,73.07,500.24,168000,100,1958,1168
3231,野村不動産ホールディングス(株),2222,2278,2222.2486,2178,2345,2176,1354800,425237,191375900,2.25,50.0,11.18,1.08,198.77,2056.13,222200,100,2700,1911
3289,東急不動産ホールディングス(株),793,822,793.1166,796,836,778,5013200,508179,640830974,1.39,11.0,18.22,1.21,43.53,652.71,79300,100,1016,726
3291,飯田グループホールディングス(株),1894,1991,1893.7323999999999,1900,1999,1884,1598300,557654,294431639,2.01,38.0,14.84,1.03,127.61,1845.71,189400,100,2459,1421
3349,(株)コスモス薬品,14290,14580,14288.4456,13980,14740,13600,128800,285806,20000400,0.42,60.0,24.18,4.35,590.92,3285.7,1429000,100,19610,13600
3360,シップヘルスケアホールディングス(株),2543,2626,2543.52,2526,2634,2497,386200,126236,49640700,2.04,52.0,15.14,1.7,168.0,1493.51,254300,100,3070,2366
3382,(株)セブン＆アイ・ホールディングス,4995,5243,4994.9328,5022,5259,4995,5105800,4427778,886441983,1.54,77.0,22.88,1.91,218.31,2610.66,499500,100,5998,4118
3391,(株)ツルハホールディングス,9310,9610,9309.1161,9160,9770,9000,339100,452401,48593068,0.95,88.0,24.91,3.37,373.71,2765.6,931000,100,11890,6840
3402,東レ(株),991,1028,991.7145999999999,996,1041,991,15438000,1617614,1631481403,1.21,12.0,18.22,1.59,54.43,621.91,991500,1000,1126,928
3405,(株)クラレ,1379,1453,1379.3999999999999,1403,1447,1374,3957900,489357,354863603,2.9,40.0,12.1,0.98,114.0,1410.83,137900,100,1688,1320
3407,旭化成(株),911,952,911.3187999999999,937,954,911,13150000,1277783,1402616332,2.2,20.0,12.01,1.16,75.88,788.55,911000,1000,1260,905
3436,(株)ＳＵＭＣＯ,1042,1053,,1041,1130,1001,6228300,305604,293285539,1.92,20.0,,1.46,,711.72,104200,100,2458,1001
3512,日本フエルト(株),485,501,484.96500000000003,491,509,481,38700,9623,19842089,2.68,13.0,11.7,0.58,41.45,829.58,48500,100,589,481
3606,(株)レナウン,141,159,141.0154,145,154,136,1320700,14284,101307449,0.0,0.0,23.78,0.55,5.93,255.96,14100,100,316,108
3626,ＩＴホールディングス(株),2563,2594,2562.4134000000004,2470,2637,2470,797000,225003,87789098,1.29,33.0,17.51,1.22,146.34,2102.69,256300,100,2998,1742
3632,グリー(株),561,581,,554,586,537,4016000,135055,240740000,,,,1.38,,406.27,56100,100,880,537
3636,(株)三菱総合研究所,2736,2837,2736.2039999999997,2687,2887,2687,13600,44936,16424080,1.83,50.0,12.84,1.19,213.1,2308.65,273600,100,3215,2653
3639,(株)ボルテージ,1412,1431,1412.0916000000002,1341,1600,1300,334800,7280,5155469,,,18.12,1.93,77.93,731.67,141200,100,3055,968
3641,(株)パピレス,3245,3135,3245.203,3070,3430,2960,85000,8378,2581720,0.15,5.0,13.91,2.65,233.3,1225.13,324500,100,3950,1800
3656,ＫＬａｂ(株),1361,1380,,1330,1485,1260,6959000,51388,37757400,0.0,0.0,,5.05,,269.43,136100,100,2251,1011
3659,(株)ネクソン,1507,1584,,1504,1621,1465,2742200,648015,430003117,0.66,10.0,,1.72,,875.63,150700,100,2005,1021
3664,(株)モブキャスト,555,564,,534,618,503,1122000,8082,14561808,,,,3.31,,167.65,55500,100,1514,503
3668,(株)コロプラ,2027,1883,2027.3223,1803,2199,1750,3458600,253062,124845500,0.69,14.0,14.29,6.58,141.87,307.91,202700,100,2989,1750
3692,(株)ＦＦＲＩ,10470,10100,10469.8986,10700,11470,9610,2096500,80874,7724400,0.0,0.0,454.62,93.17,23.03,112.37,1047000,100,18500,4140
3738,(株)ティーガイア,1820,1880,1820.2626000000002,1840,1894,1800,292500,143915,79074000,2.25,41.0,13.91,4.23,130.86,429.99,182000,100,2338,1145
3742,ＩＴｂｏｏｋ(株),910,894,909.9892,850,1020,780,1766400,14471,15902600,0.0,0.0,83.18,49.22,10.94,18.49,91000,100,2125,412
3765,ガンホー・オンライン・エンターテイメント(株),330,343,,321,360,316,13560800,349104,1057892400,,,,4.41,,74.85,33000,100,520,316
3774,(株)インターネットイニシアティブ,2042,2192,2041.7914999999998,2125,2241,2039,435300,95385,46711400,1.08,22.0,23.45,1.48,87.07,1375.64,204200,100,2657,1910
3788,ＧＭＯクラウド(株),708,751,708.0192000000001,683,780,683,53600,8279,11693000,1.98,14.0,17.92,1.53,39.51,463.25,70800,100,1039,683
3793,(株)ドリコム,700,721,,680,830,656,155400,9724,13891000,0.0,0.0,,5.43,,128.84,70000,100,2160,656
3799,キーウェアソリューションズ(株),512,536,512.187,498,555,460,55300,4664,9110000,1.95,10.0,11.42,0.77,44.85,666.34,51200,100,914,369
3817,(株)ＳＲＡホールディングス,1975,2021,1975.5507999999998,1931,2082,1910,74000,30099,15240000,3.29,65.0,10.52,1.26,187.79,1563.83,197500,100,2641,1401
3861,王子ホールディングス(株),550,554,550.056,546,572,539,10339000,585410,1064381817,1.82,10.0,15.99,0.83,34.4,666.56,550000,1000,606,389
3903,(株)ｇｕｍｉ,1076,1180,,1060,1177,1003,1522300,31787,29541500,,,,1.87,,575.74,107600,100,2949,1003
3905,データセクション(株),530,572,529.9936,480,597,476,346400,5465,10312200,0.0,0.0,348.68,5.49,1.52,96.62,53000,100,1730,476
3907,シリコンスタジオ(株),3500,3925,3499.629,3645,4100,3350,80200,8243,2355000,0.29,10.0,37.59,2.76,93.1,1270.06,350000,100,19660,3350
3911,(株)Ａｉｍｉｎｇ,1197,1039,1197.024,1017,1227,903,2391400,41092,34329000,0.0,0.0,20.22,6.06,59.2,197.43,119700,100,2283,903
4004,昭和電工(株),135,140,135.03,135,140,132,26297000,202110,1497112926,2.22,3.0,19.29,0.62,7.0,219.18,135000,1000,184,132
4021,日産化学工業(株),2564,2714,2564.2571000000003,2620,2711,2556,1490500,399984,156000000,1.56,40.0,19.57,2.68,131.03,955.36,256400,100,3060,2023
4042,東ソー(株),509,531,509.212,507,536,498,7776000,330932,650161912,1.96,10.0,7.1,1.03,71.72,496.07,509000,1000,829,498
4045,東亞合成(株),820,874,819.785,832,864,820,649500,108237,131996299,2.93,24.0,12.7,0.68,64.55,1207.71,82000,100,1146,820
4061,電気化学工業(株),482,504,481.815,490,505,480,4247000,224590,465954121,2.59,12.5,11.61,1.05,41.5,459.91,482000,1000,584,419
4063,信越化学工業(株),6443,6715,6442.716,6514,6867,6432,2665900,2784063,432106693,1.71,110.0,19.6,1.4,328.71,4604.15,644300,100,8310,6432
4088,エア・ウォーター(株),1879,1954,1878.72,1862,1988,1852,522000,373367,198705057,1.49,28.0,16.0,1.58,117.42,1185.95,1879000,1000,2315,1813
4091,大陽日酸(株),1356,1438,1355.7347,1380,1434,1356,907900,587274,433092837,1.03,14.0,21.73,1.82,62.39,746.19,135600,100,1950,1210
4095,日本パーカライジング(株),974,1037,973.9584000000001,995,1021,974,313600,129157,132604524,1.54,15.0,11.84,1.04,82.26,935.55,97400,100,1550,974
4114,(株)日本触媒,1706,1719,1706.2893000000001,1639,1749,1639,2248000,348024,204000000,1.52,26.0,15.39,1.28,110.87,1328.11,1706000,1000,1942,1503
4116,大日精化工業(株),508,527,508.0768,532,534,507,327000,47277,93065554,2.76,14.0,7.04,0.61,72.17,826.97,508000,1000,674,507
4151,協和発酵キリン(株),1909,2006,1909.0249999999999,1955,2046,1907,2590000,1100507,576483555,1.31,25.0,40.19,1.71,47.5,1115.83,1909000,1000,2321,1094
4185,ＪＳＲ(株),1839,1902,1838.928,1850,1914,1829,2551800,437633,237973205,2.72,50.0,13.65,1.18,134.72,1564.05,183900,100,2296,1829
4188,(株)三菱ケミカルホールディングス,640,672,640.7027999999999,645,689,637,10685100,964778,1506288107,2.19,14.0,14.44,0.92,44.37,693.06,64050,100,847,560
4201,日本合成化学工業(株),813,836,813.4836,798,829,785,492000,79974,98369186,2.46,20.0,8.34,0.92,97.54,885.77,813000,1000,966,662
4202,(株)ダイセル,1418,1473,1417.5926000000002,1432,1491,1405,2170800,517489,364942682,1.83,26.0,14.23,1.5,99.62,948.2,141800,100,1793,1317
4204,積水化学工業(株),1265,1301,1264.5894,1251,1311,1246,4710000,658442,520507285,2.21,28.0,11.49,1.19,110.06,1059.01,1265000,1000,1752,1246
4205,日本ゼオン(株),967,1005,966.5326,965,1019,959,1504000,234087,242075556,1.55,15.0,9.53,1.02,101.42,947.02,967000,1000,1256,959
4206,アイカ工業(株),2397,2607,2397.7026,2457,2556,2389,419700,162015,67590664,1.84,44.0,16.47,1.51,145.58,1586.85,239700,100,2946,2389
4208,宇部興産(株),197,206,197.0182,198,207,195,24035000,209214,1062001076,2.54,5.0,12.26,0.78,16.07,251.13,197000,1000,246,175
4217,日立化成(株),1747,1812,1747.2104999999997,1730,1825,1705,1998100,364014,208364913,,,9.45,1.0,184.89,1754.21,174700,100,2755,1705
4231,タイガースポリマー(株),653,707,653.3424,662,694,639,57300,13133,20111598,2.14,14.0,7.69,0.51,84.96,1292.57,65300,100,920,639
4272,日本化薬(株),1170,1272,1170.2252,1222,1250,1168,2283000,213529,182503570,2.14,25.0,11.78,1.11,99.34,1057.49,1170000,1000,1682,1168
4283,パナソニック　インフォメーションシステムズ(株),,3775,,,,,,40226,10656000,,,,1.41,,2670.74,377500,100,4615,2890
4298,(株)プロトコーポレーション,1600,1681,1600.7351,1610,1630,1499,98000,33504,20940000,2.38,38.0,9.41,1.17,170.11,1364.35,160000,100,2056,1499
4307,(株)野村総合研究所,4435,4540,4434.8304,4315,4595,4260,843900,997875,225000000,1.8,80.0,21.84,2.17,203.06,2042.94,443500,100,5240,3550
4324,(株)電通,5630,5950,,5700,6000,5600,3477800,1623748,288410000,1.24,70.0,,1.56,,3601.83,563000,100,7290,4580
4348,インフォコム(株),1036,1068,1035.639,1008,1092,981,113200,29837,28800000,1.93,20.0,10.89,1.39,95.1,747.04,103600,100,1390,882
4452,花王(株),5332,5492,5331.7632,5291,5610,5240,3328400,2687328,504000000,1.43,76.0,30.72,4.11,173.56,1296.54,533200,100,6623,4601
4502,武田薬品工業(株),5690,5966,5690.0678,5800,6112,5690,6204500,4495614,790090295,3.16,180.0,65.69,2.06,86.62,2764.54,569000,100,6657,4904
4503,アステラス製薬(株),1719,1780,1719.1710000000003,1727,1824,1717,15270200,3820425,2221823175,1.86,32.0,22.14,2.81,77.65,611.4,171950,100,2047,1658
4506,大日本住友製薬(株),1264,1327,1264.149,1297,1335,1263,1953600,502946,397900154,1.42,18.0,27.9,1.1,45.31,1153.3,126400,100,1625,1138
4507,塩野義製薬(株),4420,4600,4420.7728,4515,4735,4415,2364800,1552022,351136165,1.27,56.0,27.68,2.93,159.71,1509.88,442000,100,5520,3060
4508,田辺三菱製薬(株),2004,2047,2003.9944,1997,2083,1985,2935400,1125082,561417916,2.2,44.0,27.76,1.41,72.19,1421.58,200400,100,2277,1701
4519,中外製薬(株),4310,4450,,4380,4540,4280,1855100,2412246,559685889,1.21,52.0,,3.83,,1123.97,431000,100,5090,2862
4521,科研製薬(株),5360,5340,5360.0455999999995,5150,5690,5090,1198000,519274,96879461,1.27,68.0,31.72,5.49,168.98,976.14,5360000,1000,6360,2221
4523,エーザイ(株),7464,7693,,7480,8000,7452,2564300,2213576,296566949,2.01,150.0,,3.58,,2087.22,746400,100,9756,4584
4527,ロート製薬(株),1983,2029,1982.9759999999999,1938,2079,1931,682400,233854,117929250,1.01,20.0,25.6,2.03,77.46,977.93,198300,100,2358,1430
4528,小野薬品工業(株),14210,14430,14209.4855,14020,15170,13870,542300,1674613,117847500,1.27,180.0,129.85,3.15,109.43,4509.55,1421000,100,16800,10310
4530,久光製薬(株),4005,4095,4005.375,3930,4155,3930,440700,381135,95164895,2.0,80.0,18.75,1.54,213.62,2607.97,400500,100,5360,3580
4534,持田製薬(株),7160,7430,7159.0719,7140,7620,7070,53900,151076,21100000,1.89,135.0,20.31,1.41,352.49,5080.28,716000,100,8340,6180
4536,参天製薬(株),1739,1812,1738.4931,1739,1837,1714,2775800,719457,413719015,1.38,24.0,13.69,3.32,126.99,523.35,173900,100,2163,1262
4540,(株)ツムラ,2552,2647,2551.6025,2575,2651,2541,602800,180609,70771662,2.51,64.0,14.75,1.19,172.99,2139.14,255200,100,3125,2523
4543,テルモ(株),3135,3240,3135.3988999999997,3170,3310,3125,2715400,1190549,379760520,1.02,32.0,30.07,2.02,104.27,1552.52,313500,100,3635,2637
4544,みらかホールディングス(株),4935,5220,4933.647000000001,4960,5250,4920,728600,282297,57202966,2.23,110.0,16.62,1.6,296.85,3092.79,493500,100,6350,4920
4555,沢井製薬(株),7390,7580,7388.3742,7220,7720,7100,557500,282047,38165988,1.49,110.0,17.54,2.35,421.23,3144.13,739000,100,8470,6400
4568,第一三共(株),2195,2296,2195.3565,2200,2319,2146,8197800,1556634,709011343,3.19,70.0,20.55,1.19,106.83,1842.15,219550,100,2769,1556
4569,キョーリン製薬ホールディングス(株),2004,2114,2003.8794000000003,2029,2108,2004,350100,150195,74947628,2.59,52.0,12.89,0.99,155.46,2017.89,200400,100,3040,2004
4572,カルナバイオサイエンス(株),2997,2871,2996.9368,2721,3345,2565,2461200,26562,8862900,0.0,0.0,69.68,12.48,43.01,240.16,299700,100,6030,650
4578,大塚ホールディングス(株),3764,4029,3763.5985,3828,4013,3764,4260500,2099693,557835617,2.66,100.0,25.49,1.2,147.65,3125.47,376400,100,4774,3432
4581,大正製薬ホールディングス(株),7570,7890,7569.346,7740,7930,7570,257100,682357,90139653,1.32,100.0,27.89,0.96,271.4,7908.87,757000,100,9240,7050
4587,ペプチドリーム(株),2853,2860,2853.0468,2727,3150,2705,807300,157660,55261200,0.0,0.0,186.84,22.84,15.27,124.91,285300,100,3730,2088
4612,日本ペイントホールディングス(株),2405,2498,2404.773,2390,2548,2360,1921900,782593,325402443,0.91,22.0,23.37,1.65,102.9,1455.77,240500,100,4860,2360
4613,関西ペイント(株),1775,1940,1774.7034999999998,1837,1879,1775,2365000,483906,272623270,1.07,19.0,18.91,1.77,93.85,1002.63,1775000,1000,2382,1753
4631,ＤＩＣ(株),263,271,263.004,260,276,256,11067000,253893,965372048,3.04,8.0,7.44,0.97,35.35,271.29,263000,1000,382,256
4634,東洋インキＳＣホールディングス(株),440,470,440.11619999999994,462,466,440,2023000,133368,303108724,3.41,15.0,10.94,0.63,40.23,695.89,440000,1000,613,440
4641,(株)アルプス技研,2253,2272,2252.5504,2172,2392,2172,103300,25343,11248489,2.89,65.0,17.44,2.51,129.16,898.76,225300,100,3080,1358
4661,(株)オリエンタルランド,6189,6323,6188.2164,6023,6576,5880,5134300,2250878,363690160,0.57,35.0,28.62,3.6,216.22,1721.06,618900,100,9890,5880
4666,パーク２４(株),2208,2226,2207.7724,2176,2279,2123,970900,321145,145446204,2.26,50.0,27.89,5.46,79.16,404.19,220800,100,2555,1761
4676,(株)フジ・メディア・ホールディングス,1384,1413,1383.7705,1370,1438,1354,2046600,327219,236429800,2.89,40.0,14.35,0.5,96.43,2748.69,138400,100,1859,1354
4681,リゾートトラスト(株),3015,3100,3015.342,2946,3175,2905,1193700,327185,108518999,1.53,46.0,23.55,3.09,128.04,977.06,301500,100,3800,2596
4684,(株)オービック,5080,5360,5079.1632,5070,5290,5010,545700,505968,99600000,1.48,75.0,22.53,2.99,225.44,1701.35,508000,100,6360,3700
4689,ヤフー(株),473,486,,462,497,453,26723500,2693757,5695047300,1.87,8.86,,3.71,,127.34,47300,100,577,394
4704,トレンドマイクロ(株),4155,4350,4154.462399999999,4180,4390,4125,1724800,582917,140293004,,,24.88,3.8,166.98,1093.68,415500,100,4885,3080
4708,(株)もしもしホットライン,1136,1143,1135.8975,1100,1189,1098,331800,78955,69503040,2.55,29.0,25.67,1.86,44.25,611.39,113600,100,1544,1098
4716,日本オラクル(株),4755,4920,,4700,4985,4660,205000,605393,127317171,,,,5.36,,887.28,475500,100,5650,4655
4719,(株)アルファシステムズ,1643,1705,1643.3131,1625,1760,1625,19200,24396,14848200,2.43,40.0,15.73,0.79,104.47,2076.56,164300,100,2036,1515
