銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
2412,(株)ベネフィット・ワン,2145,2171,2145.1008,2171,2200,2100,116600,96834,45144000,1.12,24.0,31.62,7.88,67.84,272.23,214500,100,3080,1225
2413,エムスリー(株),2700,2664,2700.089,2743,2745,2651,2288800,873714,323597800,,,77.3,19.0,34.93,142.13,270000,100,3180,1987
2432,(株)ディー・エヌ・エー,2222,2124,,2174,2276,2135,2672800,335100,150810033,,,,1.62,,1371.37,222200,100,2705,1367
2433,(株)博報堂ＤＹホールディングス,1229,1177,1229.2736,1219,1233,1198,1122100,477538,388558100,1.46,18.0,21.92,1.75,56.08,702.58,122900,100,1467,1062
2502,アサヒグループホールディングス(株),3922,3863,3922.5086,3948,3951,3865,1377400,1896866,483585862,1.22,48.0,24.14,2.06,162.49,1903.8,392250,100,4395,3550
2503,キリンホールディングス(株),1777,1719,1776.764,1760,1780,1753,4198500,1624178,914000000,2.14,38.0,24.2,1.93,73.42,922.8,177700,100,1915,1400
2593,(株)伊藤園,2741,2627,2741.0502,2699,2744,2649,522000,244531,89212380,1.46,40.0,27.93,2.66,98.14,1031.19,274100,100,3140,2075
2651,(株)ローソン,8510,8400,8511.36,8550,8600,8450,490300,853553,100300000,2.88,245.0,24.18,3.37,352.0,2525.06,851000,100,9770,7190
2670,(株)エービーシー・マート,7210,7190,7211.0985,7320,7370,7180,322900,564678,78318671,1.39,100.0,21.05,3.43,342.57,2104.43,721000,100,8020,5490
2674,(株)ハードオフコーポレーション,1453,1442,1452.6090000000002,1475,1475,1429,30700,20275,13954000,2.41,35.0,15.67,1.65,92.7,880.21,145300,100,1698,920
2681,(株)ゲオホールディングス,1844,1788,1844.271,1845,1876,1811,237300,100622,54567200,1.74,32.0,21.45,1.49,85.98,1236.77,184400,100,2034,961
2695,(株)くらコーポレーション,3415,3330,3414.3480000000004,3440,3440,3355,78600,70690,20699800,0.35,12.0,21.42,2.8,159.4,1220.17,341500,100,4965,2926
2702,日本マクドナルドホールディングス(株),2653,2627,,2640,2653,2615,668500,352743,132960000,,,,3.01,-285.8,881.47,265300,100,2680,2451
2726,(株)パル,3590,3505,3589.5537,3615,3615,3515,126100,83058,23136000,1.81,65.0,14.73,2.33,243.69,1539.72,359000,100,4445,2880
2768,双日(株),262,246,262.154,254,266,253,31542600,327893,1251499501,3.05,8.0,8.2,0.55,31.97,478.96,26200,100,329,152
2780,(株)コメ兵,3015,3010,3015.0582000000004,3150,3155,2958,125400,33940,11257000,1.0,30.0,16.17,1.94,186.46,1554.55,301500,100,4095,2747
2782,(株)セリア,5750,5700,5750.29,5780,5780,5690,27200,218040,37920000,0.52,30.0,31.15,6.41,184.6,897.72,575000,100,6290,3300
2784,アルフレッサ　ホールディングス(株),2220,2159,2219.7126,2230,2236,2181,736500,521739,235017600,1.44,32.0,20.86,1.39,106.41,1598.18,222000,100,2489,1331
2801,キッコーマン(株),3950,3845,3950.2917,3915,3955,3825,1183000,831014,210383202,0.61,24.0,45.39,3.25,87.03,1215.52,3950000,1000,4400,2809
2802,味の素(株),2642,2571,2642.5098,2653,2661,2597,2262000,1570591,594470654,0.98,26.0,24.06,2.22,109.83,1191.03,2642000,1000,2960,2156
2809,キユーピー(株),2637,2590,2636.5996999999998,2622,2644,2550,974600,403461,153000000,0.99,26.0,25.33,1.94,104.09,1357.88,263700,100,3645,2094
2871,(株)ニチレイ,736,723,735.8394,743,745,725,1219000,217746,295851065,1.63,12.0,18.61,1.42,39.54,517.79,736000,1000,967,532
2875,東洋水産(株),4455,4415,4455.6,4510,4530,4410,376500,493975,110881044,1.35,60.0,25.28,1.79,176.25,2485.39,445500,100,5020,3770
2897,日清食品ホールディングス(株),5740,5680,5740.4452,5830,5830,5680,341100,674242,117463685,1.39,80.0,31.64,1.72,181.43,3338.12,574000,100,6620,5110
2914,ＪＴ,4300,4187,4299.4024,4309,4310,4236,3722200,8600000,2000000000,2.51,108.0,16.43,3.08,261.68,1396.31,430000,100,4848,3101
2915,ケンコーマヨネーズ(株),1633,1604,1632.8504999999998,1639,1639,1621,7800,23207,14211000,1.53,25.0,13.11,1.25,124.55,1305.27,163300,100,1793,1381
3003,ヒューリック(株),1125,1108,1125.0072,1134,1137,1115,1312800,745311,662498871,1.11,12.5,26.64,2.47,42.23,455.97,112500,100,1456,1003
3048,(株)ビックカメラ,1195,1179,1195.2742,1185,1208,1182,1180900,215612,180428297,0.84,10.0,20.17,2.22,59.26,539.08,119500,100,1641,1029
3064,(株)ＭｏｎｏｔａＲＯ,6080,6040,6080.346999999999,6140,6180,6010,461400,377817,62141000,0.39,24.0,85.82,34.21,70.85,177.71,608000,100,7280,2282
3086,Ｊ．フロント　リテイリング(株),1971,1943,1970.4802000000002,2001,2004,1943,961900,528463,268119164,1.32,26.0,18.53,1.35,106.34,1464.65,197100,100,2512,1331
3088,(株)マツモトキヨシホールディングス,5760,5720,5758.9488,5920,5920,5720,658600,314704,54636107,1.22,70.0,23.76,1.92,242.38,3001.88,576000,100,6950,3280
3092,(株)スタートトゥデイ,3730,3630,3729.7215,3725,3745,3660,351800,409913,109896300,1.26,47.0,32.15,13.84,116.01,269.51,373000,100,4455,2364
3099,(株)三越伊勢丹ホールディングス,1939,1886,1939.0551,1940,1952,1912,2074300,765882,394987954,0.57,11.0,30.57,1.35,63.43,1438.66,193900,100,2395,1460
3116,トヨタ紡織(株),2045,1957,2045.133,2020,2050,1993,403400,383776,187665738,0.98,20.0,22.3,1.7,91.71,1203.96,204500,100,2400,1340
3141,ウエルシアホールディングス(株),5460,5340,5459.0848000000005,5530,5540,5410,133600,248289,45474196,0.73,40.0,27.56,3.21,198.08,1698.92,546000,100,6770,3560
3193,(株)鳥貴族,2463,2421,2463.0012,2450,2485,2413,48000,27961,11352300,0.14,3.33,50.43,10.22,48.84,240.97,246300,100,3180,1213
3197,(株)すかいらーく,1808,1765,1807.7517999999998,1799,1820,1769,1426600,351129,194208700,1.66,30.0,24.74,3.61,73.07,500.24,180800,100,1958,1168
3231,野村不動産ホールディングス(株),2278,2256,2277.9042000000004,2303,2327,2264,1008300,435954,191375900,2.19,50.0,11.46,1.11,198.77,2056.13,227800,100,2700,1911
3289,東急不動産ホールディングス(株),841,814,840.9996,838,847,836,3119700,538939,640830974,1.31,11.0,19.32,1.29,43.53,652.71,84100,100,1016,726
3291,飯田グループホールディングス(株),2068,2023,2068.5581,2065,2084,2043,926100,608885,294431639,1.84,38.0,16.21,1.12,127.61,1845.71,206800,100,2459,1421
3349,(株)コスモス薬品,14970,14930,14968.003599999998,15230,15250,14830,76000,299406,20000400,0.4,60.0,25.33,4.56,590.92,3285.7,1497000,100,19610,13600
3360,シップヘルスケアホールディングス(株),2627,2597,2627.52,2656,2656,2587,260200,130406,49640700,1.98,52.0,15.64,1.76,168.0,1493.51,262700,100,3070,2366
3382,(株)セブン＆アイ・ホールディングス,5372,5236,5372.6091,5393,5410,5298,2758900,4761966,886441983,1.43,77.0,24.61,2.06,218.31,2610.66,537200,100,5998,4118
3391,(株)ツルハホールディングス,9560,9770,9559.501799999998,9930,9960,9520,360700,464550,48593068,0.92,88.0,25.58,3.46,373.71,2765.6,956000,100,11890,6840
3402,東レ(株),1089,1050,1089.1443000000002,1073,1092,1067,6712000,1776683,1631481403,1.1,12.0,20.01,1.75,54.43,621.91,1089000,1000,1126,928
3405,(株)クラレ,1484,1430,1484.28,1460,1494,1452,2190400,526618,354863603,2.7,40.0,13.02,1.05,114.0,1410.83,148400,100,1688,1320
3407,旭化成(株),983,940,983.4048,965,991,958,5481000,1379754,1402616332,2.03,20.0,12.96,1.25,75.88,788.55,983700,1000,1260,905
3436,(株)ＳＵＭＣＯ,1102,1065,,1085,1125,1069,4737800,323201,293285539,1.81,20.0,,1.55,,711.72,110200,100,2458,1001
3512,日本フエルト(株),519,509,518.9540000000001,510,524,510,9200,10298,19842089,2.5,13.0,12.52,0.63,41.45,829.58,51900,100,589,481
3606,(株)レナウン,155,149,155.0102,153,156,151,527800,15703,101307449,0.0,0.0,26.14,0.61,5.93,255.96,15500,100,316,108
3626,ＩＴホールディングス(株),2843,2751,2843.3862,2832,2850,2791,423100,249584,87789098,1.16,33.0,19.43,1.35,146.34,2102.69,284300,100,2998,1742
3632,グリー(株),581,564,,574,586,571,1258900,139870,240740000,,,,1.43,,406.27,58100,100,880,537
3636,(株)三菱総合研究所,2984,2843,2983.4,2915,2986,2889,5900,49009,16424080,1.68,50.0,14.0,1.29,213.1,2308.65,298400,100,3215,2653
3639,(株)ボルテージ,1564,1490,1564.0551000000003,1520,1570,1510,99500,8063,5155469,,,20.07,2.14,77.93,731.67,156400,100,3055,968
3641,(株)パピレス,3400,3415,3399.181,3485,3485,3380,14100,8778,2581720,0.15,5.0,14.57,2.78,233.3,1225.13,340000,100,3950,1800
3656,ＫＬａｂ(株),1474,1429,,1480,1494,1442,2942700,55654,37757400,0.0,0.0,,5.47,,269.43,147400,100,2251,1011
3659,(株)ネクソン,1695,1595,,1706,1723,1680,3325000,728855,430003117,0.59,10.0,,1.94,,875.63,169500,100,2005,1021
3664,(株)モブキャスト,608,559,,575,610,567,587300,8854,14561808,,,,3.63,,167.65,60800,100,1514,503
3668,(株)コロプラ,2173,2107,2173.4484,2171,2199,2152,751900,271289,124845500,0.64,14.0,15.32,7.06,141.87,307.91,217300,100,2989,1750
3692,(株)ＦＦＲＩ,12110,11990,12110.095200000002,12400,12540,11900,717100,93542,7724400,0.0,0.0,525.84,107.77,23.03,112.37,1211000,100,18500,4140
3738,(株)ティーガイア,1985,1948,1985.1462000000001,2024,2026,1959,113400,156962,79074000,2.07,41.0,15.17,4.62,130.86,429.99,198500,100,2338,1145
3742,ＩＴｂｏｏｋ(株),1162,1073,1162.0467999999998,1177,1216,1140,1329900,18479,15902600,0.0,0.0,106.22,62.84,10.94,18.49,116200,100,2125,412
3765,ガンホー・オンライン・エンターテイメント(株),364,356,,361,371,360,3769200,385073,1057892400,,,,4.86,,74.85,36400,100,520,316
3774,(株)インターネットイニシアティブ,2233,2132,2233.3455,2195,2240,2157,394900,104307,46711400,0.99,22.0,25.65,1.62,87.07,1375.64,223300,100,2657,1910
3788,ＧＭＯクラウド(株),791,776,790.9902,796,796,776,22900,9249,11693000,1.77,14.0,20.02,1.71,39.51,463.25,79100,100,1039,683
3793,(株)ドリコム,829,791,,800,840,800,46500,11516,13891000,0.0,0.0,,6.43,,128.84,82900,100,2160,656
3799,キーウェアソリューションズ(株),590,562,589.7775,562,600,562,42200,5375,9110000,1.69,10.0,13.15,0.89,44.85,666.34,59000,100,914,369
3817,(株)ＳＲＡホールディングス,2140,2128,2140.806,2145,2170,2128,36500,32614,15240000,3.04,65.0,11.4,1.37,187.79,1563.83,214000,100,2641,1401
3861,王子ホールディングス(株),560,546,560.032,556,562,554,4691000,596054,1064381817,1.79,10.0,16.28,0.84,34.4,666.56,560000,1000,606,389
3903,(株)ｇｕｍｉ,1240,1215,,1236,1250,1210,600200,36631,29541500,,,,2.15,,575.74,124000,100,2949,1003
3905,データセクション(株),586,574,586.0056,584,635,572,217200,6043,10312200,0.0,0.0,385.53,6.06,1.52,96.62,58600,100,1730,476
3907,シリコンスタジオ(株),4270,3940,4269.566,4070,4330,3975,30900,10056,2355000,0.23,10.0,45.86,3.36,93.1,1270.06,427000,100,19660,3350
3911,(株)Ａｉｍｉｎｇ,1208,1180,1208.2720000000002,1210,1228,1194,448200,41469,34329000,0.0,0.0,20.41,6.12,59.2,197.43,120800,100,2283,903
4004,昭和電工(株),145,139,144.97,141,145,140,18981000,217081,1497112926,2.07,3.0,20.71,0.66,7.0,219.18,145000,1000,184,132
4021,日産化学工業(株),2845,2726,2844.6613,2789,2855,2751,972500,443820,156000000,1.41,40.0,21.71,2.98,131.03,955.36,284500,100,3060,2023
4042,東ソー(株),566,539,565.8707999999999,555,572,552,5109000,367992,650161912,1.77,10.0,7.89,1.14,71.72,496.07,566000,1000,829,498
4045,東亞合成(株),901,839,901.118,868,907,865,1396700,118929,131996299,2.66,24.0,13.96,0.75,64.55,1207.71,90100,100,1146,819
4061,電気化学工業(株),520,501,519.995,515,522,514,3114000,242296,465954121,2.4,12.5,12.53,1.13,41.5,459.91,520000,1000,584,419
4063,信越化学工業(株),6792,6585,6791.1485999999995,6713,6799,6653,1165100,2934869,432106693,1.62,110.0,20.66,1.48,328.71,4604.15,679200,100,8310,6360
4088,エア・ウォーター(株),1985,1884,1985.5722,1930,2028,1918,430000,394430,198705057,1.41,28.0,16.91,1.67,117.42,1185.95,1985000,1000,2315,1813
4091,大陽日酸(株),1499,1423,1499.2317,1483,1509,1456,830600,649206,433092837,0.93,14.0,24.03,2.01,62.39,746.19,149900,100,1950,1210
4095,日本パーカライジング(株),1061,1022,1061.154,1052,1067,1048,196600,140693,132604524,1.41,15.0,12.9,1.13,82.26,935.55,106100,100,1550,974
4114,(株)日本触媒,1860,1717,1860.3986000000002,1775,1867,1765,2874000,379440,204000000,1.4,26.0,16.78,1.4,110.87,1328.11,1860000,1000,1942,1503
4116,大日精化工業(株),575,543,575.1949,563,578,553,146000,53513,93065554,2.43,14.0,7.97,0.7,72.17,826.97,575000,1000,674,507
4151,協和発酵キリン(株),2065,2012,2064.825,2056,2068,2025,1382000,1190439,576483555,1.21,25.0,43.47,1.85,47.5,1115.83,2065000,1000,2321,1094
4185,ＪＳＲ(株),1982,1889,1981.7312000000002,1932,1994,1924,1292500,471663,237973205,2.52,50.0,14.71,1.27,134.72,1564.05,198200,100,2296,1812
4188,(株)三菱ケミカルホールディングス,722,695,721.8998999999999,715,723,707,7959900,1087540,1506288107,1.94,14.0,16.27,1.04,44.37,693.06,72200,100,847,560
4201,日本合成化学工業(株),867,846,867.1306000000001,870,889,852,419000,85286,98369186,2.31,20.0,8.89,0.98,97.54,885.77,867000,1000,966,662
4202,(株)ダイセル,1629,1557,1628.7870000000003,1609,1630,1599,2044800,594492,364942682,1.6,26.0,16.35,1.72,99.62,948.2,162900,100,1793,1317
4204,積水化学工業(株),1357,1323,1357.0398,1348,1366,1343,1893000,706328,520507285,2.06,28.0,12.33,1.28,110.06,1059.01,1357000,1000,1752,1246
4205,日本ゼオン(株),1043,992,1042.5976,1018,1051,1017,981000,252485,242075556,1.44,15.0,10.28,1.1,101.42,947.02,1043000,1000,1256,959
4206,アイカ工業(株),2606,2529,2605.882,2579,2612,2570,266600,176141,67590664,1.69,44.0,17.9,1.64,145.58,1586.85,260600,100,2946,2372
4208,宇部興産(株),212,204,211.9633,211,216,210,14496000,225144,1062001076,2.36,5.0,13.19,0.84,16.07,251.13,212000,1000,246,175
4217,日立化成(株),1907,1816,1906.2159,1886,1927,1872,1233500,397352,208364913,,,10.31,1.09,184.89,1754.21,190700,100,2755,1705
4231,タイガースポリマー(株),719,673,718.7616,694,731,694,44300,14460,20111598,1.95,14.0,8.46,0.56,84.96,1292.57,71900,100,920,639
4272,日本化薬(株),1244,1214,1243.7368,1240,1266,1225,1066000,227034,182503570,2.01,25.0,12.52,1.18,99.34,1057.49,1244000,1000,1682,1141
4283,パナソニック　インフォメーションシステムズ(株),,3775,,,,,,40226,10656000,,,,1.41,,2670.74,377500,100,4615,2890
4298,(株)プロトコーポレーション,1774,1710,1774.2473,1748,1774,1742,39000,37148,20940000,2.14,38.0,10.43,1.3,170.11,1364.35,177400,100,2056,1499
4307,(株)野村総合研究所,4930,4715,4930.2968,4900,4945,4830,592000,1109250,225000000,1.62,80.0,24.28,2.41,203.06,2042.94,493000,100,5240,3550
4324,(株)電通,6320,5990,,6170,6330,6160,1262900,1822751,288410000,1.11,70.0,,1.75,,3601.83,632000,100,7290,4580
4348,インフォコム(株),1168,1149,1167.828,1160,1176,1134,29800,33638,28800000,1.71,20.0,12.28,1.56,95.1,747.04,116800,100,1390,882
4452,花王(株),5677,5617,5677.1476,5717,5755,5600,2123700,2861208,504000000,1.34,76.0,32.71,4.38,173.56,1296.54,567700,100,6623,4601
4502,武田薬品工業(株),5966,5835,5966.3856,6010,6010,5902,2222200,4713679,790090295,3.02,180.0,68.88,2.16,86.62,2764.54,596600,100,6657,4904
4503,アステラス製薬(株),1804,1781,1803.8095,1821,1821,1781,8024000,4008169,2221823175,1.77,32.0,23.23,2.95,77.65,611.4,180400,100,2047,1658
4506,大日本住友製薬(株),1328,1310,1328.0361,1318,1331,1307,1071400,528411,397900154,1.36,18.0,29.31,1.15,45.31,1153.3,132800,100,1625,1138
4507,塩野義製薬(株),4775,4655,4775.329,4800,4815,4695,1652400,1676675,351136165,1.17,56.0,29.9,3.16,159.71,1509.88,477500,100,5520,3060
4508,田辺三菱製薬(株),2182,2094,2182.3037,2163,2190,2149,1501900,1225014,561417916,2.02,44.0,30.23,1.53,72.19,1421.58,218200,100,2277,1701
4519,中外製薬(株),4610,4520,,4650,4675,4545,908000,2580152,559685889,1.13,52.0,,4.1,,1123.97,461000,100,5090,2862
4521,科研製薬(株),5670,5480,5669.2789999999995,5650,5670,5490,861000,549307,96879461,1.2,68.0,33.55,5.81,168.98,976.14,5670000,1000,6360,2221
4523,エーザイ(株),8045,7714,,7945,8056,7865,1652800,2385881,296566949,1.86,150.0,,3.85,,2087.22,804500,100,9756,4584
4527,ロート製薬(株),2090,2061,2089.8707999999997,2102,2109,2051,456400,246472,117929250,0.96,20.0,26.98,2.14,77.46,977.93,209000,100,2358,1430
4528,小野薬品工業(株),15560,15120,15559.851700000001,15600,15680,15340,298400,1833707,117847500,1.16,180.0,142.19,3.45,109.43,4509.55,1556000,100,16800,10310
4530,久光製薬(株),4150,4035,4150.6366,4120,4175,4095,196000,394934,95164895,1.93,80.0,19.43,1.59,213.62,2607.97,415000,100,5360,3580
4534,持田製薬(株),7610,7300,7610.2591,7520,7620,7420,41800,160571,21100000,1.77,135.0,21.59,1.5,352.49,5080.28,761000,100,8340,6180
4536,参天製薬(株),1897,1822,1897.2305999999999,1910,1915,1853,1887200,784825,413719015,1.27,24.0,14.94,3.62,126.99,523.35,189700,100,2163,1262
4540,(株)ツムラ,2707,2639,2707.2935,2715,2725,2672,283700,191579,70771662,2.36,64.0,15.65,1.27,172.99,2139.14,270700,100,3125,2523
4543,テルモ(株),3340,3255,3339.7681,3350,3360,3315,1702500,1268400,379760520,0.96,32.0,32.03,2.15,104.27,1552.52,334000,100,3635,2637
4544,みらかホールディングス(株),5250,5220,5251.276500000001,5310,5350,5210,246800,300316,57202966,2.1,110.0,17.69,1.7,296.85,3092.79,525000,100,6350,4885
4555,沢井製薬(株),7660,7600,7657.9614,7750,7790,7600,337500,292351,38165988,1.44,110.0,18.18,2.44,421.23,3144.13,766000,100,8470,6400
4568,第一三共(株),2310,2253,2309.6646,2310,2324,2276,3005200,1637816,709011343,3.03,70.0,21.62,1.25,106.83,1842.15,231000,100,2769,1556
4569,キョーリン製薬ホールディングス(株),2127,2057,2126.6928000000003,2118,2128,2092,179800,159414,74947628,2.44,52.0,13.68,1.05,155.46,2017.89,212700,100,3040,2004
4572,カルナバイオサイエンス(株),2994,3155,2993.9260999999997,3250,3295,2974,1252300,26536,8862900,0.0,0.0,69.61,12.47,43.01,240.16,299400,100,6030,650
4578,大塚ホールディングス(株),4093,3954,4092.858,4160,4160,4009,1788400,2283500,557835617,2.44,100.0,27.72,1.31,147.65,3125.47,409350,100,4774,3432
4581,大正製薬ホールディングス(株),7840,7760,7840.745999999999,7760,7860,7720,130900,706695,90139653,1.28,100.0,28.89,0.99,271.4,7908.87,784000,100,9240,7050
4587,ペプチドリーム(株),3070,3065,3070.0335,3100,3135,3025,343400,169652,55261200,0.0,0.0,201.05,24.58,15.27,124.91,307000,100,3730,2088
4612,日本ペイントホールディングス(株),2556,2516,2556.036,2586,2595,2521,917800,831729,325402443,0.86,22.0,24.84,1.76,102.9,1455.77,255600,100,4860,2360
4613,関西ペイント(株),1926,1866,1925.802,1927,1947,1912,859000,525072,272623270,0.99,19.0,20.52,1.92,93.85,1002.63,1926000,1000,2382,1753
4631,ＤＩＣ(株),297,277,296.94,285,298,284,7703000,286715,965372048,2.69,8.0,8.4,1.09,35.35,271.29,297000,1000,382,256
4634,東洋インキＳＣホールディングス(株),471,461,471.0933,454,472,454,2741000,142764,303108724,3.18,15.0,11.71,0.68,40.23,695.89,471000,1000,613,438
4641,(株)アルプス技研,2513,2453,2513.4536,2533,2533,2461,53900,28267,11248489,2.59,65.0,19.46,2.8,129.16,898.76,251300,100,3080,1358
4661,(株)オリエンタルランド,6854,6861,6854.174,6996,7007,6723,2662500,2492732,363690160,0.51,35.0,31.7,3.98,216.22,1721.06,685400,100,9890,5880
4666,パーク２４(株),2352,2362,2351.8436,2400,2405,2342,751700,342089,145446204,2.13,50.0,29.71,5.82,79.16,404.19,235200,100,2555,1761
4676,(株)フジ・メディア・ホールディングス,1418,1380,1417.521,1415,1429,1406,1155600,335257,236429800,2.82,40.0,14.7,0.52,96.43,2748.69,141800,100,1859,1323
4681,リゾートトラスト(株),3195,3150,3194.5979999999995,3210,3235,3155,391900,346718,108518999,1.44,46.0,24.95,3.27,128.04,977.06,319500,100,3800,2596
4684,(株)オービック,5390,5300,5390.2704,5450,5450,5300,240300,536844,99600000,1.39,75.0,23.91,3.17,225.44,1701.35,539000,100,6360,3700
4689,ヤフー(株),501,480,,498,504,490,15910700,2853219,5695047300,1.77,8.86,,3.93,,127.34,50100,100,577,394
4704,トレンドマイクロ(株),4355,4285,4354.8384,4365,4380,4315,457200,610976,140293004,,,26.08,3.98,166.98,1093.68,435500,100,4885,3080
4708,(株)もしもしホットライン,1233,1184,1232.805,1219,1241,1190,482400,85697,69503040,2.35,29.0,27.86,2.02,44.25,611.39,123300,100,1544,1098
4716,日本オラクル(株),5110,5010,,5130,5170,5050,100400,650591,127317171,,,,5.76,,887.28,511000,100,5650,4655
4719,(株)アルファシステムズ,1756,1712,1756.1407,1752,1770,1724,4900,26073,14848200,2.28,40.0,16.81,0.85,104.47,2076.56,175600,100,2036,1515
