銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
2915,ケンコーマヨネーズ(株),1667,1633,1666.479,1664,1690,1643,20000,23690,14211000,1.5,25.0,13.38,1.28,124.55,1305.27,166700,100,1793,1381
3003,ヒューリック(株),1116,1125,1116.1389,1115,1124,1093,1273400,739349,662498871,1.12,12.5,26.43,2.45,42.23,455.97,111600,100,1456,1003
3048,(株)ビックカメラ,1172,1195,1172.1628,1194,1195,1166,980200,211462,180428297,0.85,10.0,19.78,2.17,59.26,539.08,117200,100,1641,1029
3064,(株)ＭｏｎｏｔａＲＯ,6140,6080,6139.860999999999,6020,6170,5960,336600,381546,62141000,0.39,24.0,86.66,34.55,70.85,177.71,614000,100,7280,2282
3086,Ｊ．フロント　リテイリング(株),1969,1971,1969.4168,1961,1977,1932,965800,527927,268119164,1.32,26.0,18.52,1.34,106.34,1464.65,196900,100,2512,1331
3088,(株)マツモトキヨシホールディングス,5830,5760,5829.2390000000005,5770,5870,5670,495100,318529,54636107,1.2,70.0,24.05,1.94,242.38,3001.88,583000,100,6950,3280
3092,(株)スタートトゥデイ,3700,3730,3699.5589000000004,3660,3705,3590,609000,406616,109896300,1.27,47.0,31.89,13.73,116.01,269.51,370000,100,4455,2364
3099,(株)三越伊勢丹ホールディングス,1942,1939,1942.2266,1937,1950,1912,2060000,767067,394987954,0.57,11.0,30.62,1.35,63.43,1438.66,194200,100,2395,1460
3116,トヨタ紡織(株),2022,2045,2022.2055,2040,2045,2004,385900,379460,187665738,0.99,20.0,22.05,1.68,91.71,1203.96,202200,100,2400,1340
3141,ウエルシアホールディングス(株),5820,5460,5819.5904,5500,5820,5450,213200,264660,45474196,0.69,40.0,29.38,3.43,198.08,1698.92,582000,100,6770,3560
3193,(株)鳥貴族,2505,2463,2505.0036,2489,2536,2460,58500,28438,11352300,0.13,3.33,51.29,10.4,48.84,240.97,250500,100,3180,1213
3197,(株)すかいらーく,1873,1808,1872.7840999999999,1792,1873,1760,1996200,363753,194208700,1.6,30.0,25.63,3.74,73.07,500.24,187300,100,1958,1168
3231,野村不動産ホールディングス(株),2278,2278,2277.9042000000004,2259,2284,2245,767200,435954,191375900,2.19,50.0,11.46,1.11,198.77,2056.13,227800,100,2700,1911
3289,東急不動産ホールディングス(株),834,841,834.0348,835,838,824,2000900,534453,640830974,1.32,11.0,19.16,1.28,43.53,652.71,83400,100,1016,726
3291,飯田グループホールディングス(株),2148,2068,2147.6762999999996,2064,2157,2064,1472400,632439,294431639,1.77,38.0,16.83,1.16,127.61,1845.71,214800,100,2459,1421
3349,(株)コスモス薬品,15550,14970,15547.105199999998,15010,15570,14880,75300,311006,20000400,0.39,60.0,26.31,4.73,590.92,3285.7,1555000,100,19610,13600
3360,シップヘルスケアホールディングス(株),2666,2627,2666.16,2620,2678,2585,229800,132342,49640700,1.95,52.0,15.87,1.79,168.0,1493.51,266600,100,3070,2366
3382,(株)セブン＆アイ・ホールディングス,5290,5372,5289.6513,5281,5310,5204,2420000,4689278,886441983,1.46,77.0,24.23,2.03,218.31,2610.66,529000,100,5998,4118
3391,(株)ツルハホールディングス,9860,9560,9858.469799999999,9580,9870,9540,333600,479128,48593068,0.89,88.0,26.38,3.57,373.71,2765.6,986000,100,11890,6840
3402,東レ(株),1072,1089,1072.271,1099,1099,1064,5728000,1748948,1631481403,1.12,12.0,19.7,1.72,54.43,621.91,1072000,1000,1126,928
3405,(株)クラレ,1435,1484,1435.26,1477,1481,1424,2512500,509229,354863603,2.79,40.0,12.59,1.02,114.0,1410.83,143500,100,1688,1320
3407,旭化成(株),968,983,968.2288,974,981,959,4396000,1358294,1402616332,2.07,20.0,12.76,1.23,75.88,788.55,968400,1000,1260,905
3436,(株)ＳＵＭＣＯ,1117,1102,,1135,1174,1092,5898600,327600,293285539,1.79,20.0,,1.57,,711.72,111700,100,2458,1001
3512,日本フエルト(株),525,519,525.1715,520,525,517,10800,10417,19842089,2.48,13.0,12.67,0.63,41.45,829.58,52500,100,589,481
3606,(株)レナウン,158,155,157.9752,155,158,152,209100,16007,101307449,0.0,0.0,26.64,0.62,5.93,255.96,15800,100,316,108
3626,ＩＴホールディングス(株),2843,2843,2843.3862,2878,2884,2803,390200,249584,87789098,1.16,33.0,19.43,1.35,146.34,2102.69,284300,100,2998,1742
3632,グリー(株),572,581,,575,578,566,1292900,137703,240740000,,,,1.41,,406.27,57200,100,880,537
3636,(株)三菱総合研究所,3000,2984,3000.448,2934,3000,2934,9400,49272,16424080,1.67,50.0,14.08,1.3,213.1,2308.65,300000,100,3215,2653
3639,(株)ボルテージ,1526,1564,1525.8694,1549,1549,1481,136900,7867,5155469,,,19.58,2.09,77.93,731.67,152600,100,3055,968
3641,(株)パピレス,3620,3400,3620.8160000000003,3520,3740,3500,48600,9346,2581720,0.14,5.0,15.52,2.95,233.3,1225.13,362000,100,3950,1800
3656,ＫＬａｂ(株),1440,1474,,1448,1466,1408,2270900,54371,37757400,0.0,0.0,,5.34,,269.43,144000,100,2251,1011
3659,(株)ネクソン,1690,1695,,1687,1721,1666,2091500,726705,430003117,0.59,10.0,,1.93,,875.63,169000,100,2005,1021
3664,(株)モブキャスト,589,608,,590,605,575,353500,8577,14561808,,,,3.51,,167.65,58900,100,1514,503
3668,(株)コロプラ,2189,2173,2189.0541,2171,2206,2139,842100,273287,124845500,0.64,14.0,15.43,7.11,141.87,307.91,218900,100,2989,1750
3692,(株)ＦＦＲＩ,12100,12110,12099.962,11810,12280,11620,599100,93465,7724400,0.0,0.0,525.4,107.68,23.03,112.37,1210000,100,18500,4140
3738,(株)ティーガイア,1990,1985,1990.3806000000004,1970,1998,1961,68400,157357,79074000,2.06,41.0,15.21,4.63,130.86,429.99,199000,100,2338,1145
3742,ＩＴｂｏｏｋ(株),1150,1162,1150.0128,1155,1170,1122,482100,18288,15902600,0.0,0.0,105.12,62.2,10.94,18.49,115000,100,2125,412
3765,ガンホー・オンライン・エンターテイメント(株),365,364,,365,367,357,3270000,386131,1057892400,,,,4.88,,74.85,36500,100,520,316
3774,(株)インターネットイニシアティブ,2147,2233,2147.1461999999997,2183,2201,2117,265200,100289,46711400,1.02,22.0,24.66,1.56,87.07,1375.64,214700,100,2657,1910
3788,ＧＭＯクラウド(株),795,791,794.9412,794,795,787,9400,9296,11693000,1.76,14.0,20.12,1.72,39.51,463.25,79500,100,1039,683
3793,(株)ドリコム,810,829,,830,831,805,27700,11252,13891000,0.0,0.0,,6.29,,128.84,81000,100,2160,656
3799,キーウェアソリューションズ(株),582,590,582.153,600,600,573,65400,5302,9110000,1.72,10.0,12.98,0.87,44.85,666.34,58200,100,914,369
3817,(株)ＳＲＡホールディングス,2195,2140,2195.2650999999996,2186,2200,2144,36600,33452,15240000,2.96,65.0,11.69,1.4,187.79,1563.83,219500,100,2641,1401
3861,王子ホールディングス(株),562,560,562.096,562,572,557,4855000,598183,1064381817,1.78,10.0,16.34,0.84,34.4,666.56,562000,1000,606,389
3903,(株)ｇｕｍｉ,1256,1240,,1214,1266,1207,422300,37104,29541500,,,,2.18,,575.74,125600,100,2949,1003
3905,データセクション(株),593,586,592.9976,587,599,576,46200,6115,10312200,0.0,0.0,390.13,6.14,1.52,96.62,59300,100,1730,476
3907,シリコンスタジオ(株),4240,4270,4239.773999999999,4070,4295,4050,34000,9985,2355000,0.24,10.0,45.54,3.34,93.1,1270.06,424000,100,19660,3350
3911,(株)Ａｉｍｉｎｇ,1277,1208,1276.9440000000002,1237,1306,1233,1051500,43838,34329000,0.0,0.0,21.57,6.47,59.2,197.43,127700,100,2283,903
4004,昭和電工(株),139,145,139.01999999999998,145,145,139,21479000,208099,1497112926,2.16,3.0,19.86,0.63,7.0,219.18,139000,1000,184,132
4021,日産化学工業(株),2794,2845,2793.5596,2807,2862,2771,800400,435864,156000000,1.43,40.0,21.32,2.92,131.03,955.36,279400,100,3060,2023
4042,東ソー(株),573,566,573.0428,570,587,563,6079000,372543,650161912,1.75,10.0,7.99,1.16,71.72,496.07,573000,1000,829,498
4045,東亞合成(株),891,901,890.79,883,896,871,503800,117609,131996299,2.69,24.0,13.8,0.74,64.55,1207.71,89100,100,1146,819
4061,電気化学工業(株),517,520,517.09,520,521,510,3157000,240898,465954121,2.42,12.5,12.46,1.12,41.5,459.91,517000,1000,584,419
4063,信越化学工業(株),6673,6792,6672.813,6748,6790,6593,1203600,2883448,432106693,1.65,110.0,20.3,1.45,328.71,4604.15,667300,100,8310,6360
4088,エア・ウォーター(株),1939,1985,1938.6042000000002,1968,1980,1923,571000,385289,198705057,1.44,28.0,16.51,1.63,117.42,1185.95,1939000,1000,2315,1813
4091,大陽日酸(株),1486,1499,1486.1298,1516,1536,1475,1103500,643576,433092837,0.94,14.0,23.82,1.99,62.39,746.19,148600,100,1950,1210
4095,日本パーカライジング(株),1033,1061,1033.1856,1040,1051,1023,291500,136980,132604524,1.45,15.0,12.56,1.1,82.26,935.55,103300,100,1550,974
4114,(株)日本触媒,1872,1860,1871.4856,1852,1872,1835,1000000,381888,204000000,1.39,26.0,16.88,1.41,110.87,1328.11,1872000,1000,1942,1503
4116,大日精化工業(株),577,575,577.36,574,583,565,188000,53699,93065554,2.43,14.0,8.0,0.7,72.17,826.97,577000,1000,674,507
4151,協和発酵キリン(株),2039,2065,2039.175,2060,2060,2013,1221000,1175450,576483555,1.23,25.0,42.93,1.83,47.5,1115.83,2039000,1000,2321,1094
4185,ＪＳＲ(株),1908,1982,1907.6352,1950,1965,1891,1028000,454053,237973205,2.62,50.0,14.16,1.22,134.72,1564.05,190800,100,2296,1812
4188,(株)三菱ケミカルホールディングス,690,722,690.8408999999999,702,707,687,8567400,1040393,1506288107,2.03,14.0,15.57,1.0,44.37,693.06,69070,100,847,560
4201,日本合成化学工業(株),874,867,873.9584000000001,880,881,858,354000,85975,98369186,2.29,20.0,8.96,0.99,97.54,885.77,874000,1000,966,662
4202,(株)ダイセル,1602,1629,1601.8896,1623,1628,1586,1418000,584638,364942682,1.62,26.0,16.08,1.69,99.62,948.2,160200,100,1793,1317
4204,積水化学工業(株),1339,1357,1339.4302,1338,1358,1331,1996000,696959,520507285,2.09,28.0,12.17,1.26,110.06,1059.01,1339000,1000,1752,1246
4205,日本ゼオン(株),1008,1043,1008.1148,1022,1025,1001,865000,244012,242075556,1.49,15.0,9.94,1.06,101.42,947.02,1008000,1000,1256,959
4206,アイカ工業(株),2585,2606,2585.5008000000003,2606,2606,2555,135300,174722,67590664,1.7,44.0,17.76,1.63,145.58,1586.85,258500,100,2946,2372
4208,宇部興産(株),210,212,210.03490000000002,214,215,210,13225000,223020,1062001076,2.38,5.0,13.07,0.84,16.07,251.13,210000,1000,246,175
4217,日立化成(株),1866,1907,1865.5401,1884,1900,1854,1063100,388809,208364913,,,10.09,1.06,184.89,1754.21,186600,100,2755,1705
4231,タイガースポリマー(株),713,719,712.8144,729,730,699,17800,14340,20111598,1.96,14.0,8.39,0.55,84.96,1292.57,71300,100,920,639
4272,日本化薬(株),1243,1244,1242.7434,1255,1262,1226,743000,226852,182503570,2.01,25.0,12.51,1.18,99.34,1057.49,1243000,1000,1682,1141
4283,パナソニック　インフォメーションシステムズ(株),,3775,,,,,,40226,10656000,,,,1.41,,2670.74,377500,100,4615,2890
4298,(株)プロトコーポレーション,1779,1774,1779.3506000000002,1780,1782,1732,15600,37252,20940000,2.14,38.0,10.46,1.3,170.11,1364.35,177900,100,2056,1499
4307,(株)野村総合研究所,4925,4930,4924.205,4920,4935,4835,357600,1108125,225000000,1.62,80.0,24.25,2.41,203.06,2042.94,492500,100,5240,3550
4324,(株)電通,6220,6320,,6220,6300,6140,981100,1793910,288410000,1.13,70.0,,1.73,,3601.83,622000,100,7290,4580
4348,インフォコム(株),1210,1168,1209.672,1174,1210,1168,41900,34848,28800000,1.65,20.0,12.72,1.62,95.1,747.04,121000,100,1390,882
4452,花王(株),5552,5677,5552.1844,5628,5636,5542,1884100,2798208,504000000,1.37,76.0,31.99,4.28,173.56,1296.54,555200,100,6623,4601
4502,武田薬品工業(株),5962,5966,5962.0546,5955,5995,5883,1975400,4710518,790090295,3.02,180.0,68.83,2.16,86.62,2764.54,596200,100,6657,4904
4503,アステラス製薬(株),1800,1804,1799.9270000000001,1813,1813,1778,8238300,3999282,2221823175,1.78,32.0,23.18,2.94,77.65,611.4,180000,100,2047,1658
4506,大日本住友製薬(株),1296,1328,1295.8660000000002,1317,1330,1287,2121100,515679,397900154,1.39,18.0,28.6,1.12,45.31,1153.3,129600,100,1625,1138
4507,塩野義製薬(株),4760,4775,4759.358,4770,4805,4705,1975600,1671408,351136165,1.18,56.0,29.8,3.15,159.71,1509.88,476000,100,5520,3060
4508,田辺三菱製薬(株),2172,2182,2172.1971,2194,2195,2143,1007900,1219400,561417916,2.03,44.0,30.09,1.53,72.19,1421.58,217200,100,2277,1701
4519,中外製薬(株),4535,4610,,4540,4560,4455,1068100,2538176,559685889,1.15,52.0,,4.03,,1123.97,453500,100,5090,2862
4521,科研製薬(株),5730,5670,5730.111799999999,5680,5740,5570,478000,555119,96879461,1.19,68.0,33.91,5.87,168.98,976.14,5730000,1000,6360,2221
4523,エーザイ(株),8274,8045,,8099,8285,8083,1770300,2453795,296566949,1.81,150.0,,3.96,,2087.22,827400,100,9756,4584
4527,ロート製薬(株),2097,2090,2096.8422,2090,2100,2041,455900,247298,117929250,0.95,20.0,27.07,2.14,77.46,977.93,209700,100,2358,1430
4528,小野薬品工業(株),15480,15560,15479.967800000002,15550,15710,15260,309100,1824279,117847500,1.16,180.0,141.46,3.43,109.43,4509.55,1548000,100,16800,10310
4530,久光製薬(株),4205,4150,4204.0416000000005,4160,4245,4105,439800,400168,95164895,1.9,80.0,19.68,1.61,213.62,2607.97,420500,100,5360,3580
4534,持田製薬(株),7810,7610,7811.178400000001,7700,7810,7570,36000,164791,21100000,1.73,135.0,22.16,1.54,352.49,5080.28,781000,100,8340,6180
4536,参天製薬(株),1895,1897,1894.6907999999999,1921,1929,1876,2194500,783998,413719015,1.27,24.0,14.92,3.62,126.99,523.35,189500,100,2163,1262
4540,(株)ツムラ,2699,2707,2698.6440000000002,2712,2729,2671,330100,191013,70771662,2.37,64.0,15.6,1.26,172.99,2139.14,269900,100,3125,2523
4543,テルモ(株),3315,3340,3314.7432999999996,3305,3335,3270,1497000,1258906,379760520,0.97,32.0,31.79,2.14,104.27,1552.52,331500,100,3635,2637
4544,みらかホールディングス(株),5210,5250,5209.717500000001,5280,5280,5130,385600,298027,57202966,2.11,110.0,17.55,1.68,296.85,3092.79,521000,100,6350,4885
4555,沢井製薬(株),7660,7660,7657.9614,7680,7680,7530,287200,292351,38165988,1.44,110.0,18.18,2.44,421.23,3144.13,766000,100,8470,6400
4568,第一三共(株),2337,2310,2337.4404,2310,2340,2288,4402600,1657314,709011343,2.99,70.0,21.88,1.27,106.83,1842.15,233750,100,2769,1556
4569,キョーリン製薬ホールディングス(株),2150,2127,2150.0118,2134,2153,2104,220500,161137,74947628,2.42,52.0,13.83,1.07,155.46,2017.89,215000,100,3040,2004
4572,カルナバイオサイエンス(株),2979,2994,2978.8726,2900,3055,2880,998400,26403,8862900,0.0,0.0,69.26,12.4,43.01,240.16,297900,100,6030,650
4578,大塚ホールディングス(株),4135,4093,4135.6765000000005,4095,4150,4035,1955800,2306929,557835617,2.42,100.0,28.01,1.32,147.65,3125.47,413550,100,4774,3432
4581,大正製薬ホールディングス(株),7860,7840,7859.744,7900,7960,7750,115500,708498,90139653,1.27,100.0,28.96,0.99,271.4,7908.87,786000,100,9240,7050
4587,ペプチドリーム(株),3135,3070,3134.931,3105,3210,3060,327900,173244,55261200,0.0,0.0,205.3,25.1,15.27,124.91,313500,100,3730,2088
4612,日本ペイントホールディングス(株),2496,2556,2496.3540000000003,2550,2550,2463,1182900,812204,325402443,0.88,22.0,24.26,1.71,102.9,1455.77,249600,100,4860,2360
4613,関西ペイント(株),1894,1926,1893.8929999999998,1886,1915,1867,770000,516348,272623270,1.0,19.0,20.18,1.89,93.85,1002.63,1894000,1000,2382,1753
4631,ＤＩＣ(株),293,297,293.0515,294,295,288,3771000,282854,965372048,2.73,8.0,8.29,1.08,35.35,271.29,293000,1000,382,256
4634,東洋インキＳＣホールディングス(株),461,471,461.0358,469,469,457,982000,139733,303108724,3.25,15.0,11.46,0.66,40.23,695.89,461000,1000,613,438
4641,(株)アルプス技研,2452,2513,2451.4568,2500,2500,2421,39400,27581,11248489,2.65,65.0,18.98,2.73,129.16,898.76,245200,100,3080,1358
4661,(株)オリエンタルランド,6691,6854,6692.009,6850,6850,6682,2290400,2433451,363690160,0.52,35.0,30.95,3.89,216.22,1721.06,669100,100,9890,5880
4666,パーク２４(株),2380,2352,2380.3412,2402,2403,2352,608000,346162,145446204,2.1,50.0,30.07,5.89,79.16,404.19,238000,100,2555,1761
4676,(株)フジ・メディア・ホールディングス,1422,1418,1422.3425000000002,1403,1423,1389,936100,336203,236429800,2.81,40.0,14.75,0.52,96.43,2748.69,142200,100,1859,1323
4681,リゾートトラスト(株),3230,3195,3230.4492,3200,3230,3175,485000,350516,108518999,1.42,46.0,25.23,3.31,128.04,977.06,323000,100,3800,2596
4684,(株)オービック,5410,5390,5410.5599999999995,5360,5410,5300,210000,538836,99600000,1.39,75.0,24.0,3.18,225.44,1701.35,541000,100,6360,3700
4689,ヤフー(株),491,501,,498,499,486,11746300,2796268,5695047300,1.8,8.86,,3.86,,127.34,49100,100,577,394
4704,トレンドマイクロ(株),4315,4355,4314.763199999999,4360,4365,4285,445500,605364,140293004,,,25.84,3.95,166.98,1093.68,431500,100,4885,3080
4708,(株)もしもしホットライン,1239,1233,1239.0,1233,1242,1203,191500,86114,69503040,2.34,29.0,28.0,2.03,44.25,611.39,123900,100,1544,1098
4716,日本オラクル(株),5070,5110,,5190,5190,5030,130000,645498,127317171,,,,5.71,,887.28,507000,100,5650,4655
4719,(株)アルファシステムズ,1793,1756,1792.7052,1786,1813,1761,12400,26623,14848200,2.23,40.0,17.16,0.86,104.47,2076.56,179300,100,2036,1515
